src_ip_entry,src_ip_exit,src_country_entry,src_country_exit
146.70.195.82,146.70.195.92,US,US
146.70.195.82,146.70.195.93,US,US
146.70.195.82,146.70.195.94,US,US
146.70.115.162,146.70.115.163,US,US
146.70.115.162,146.70.115.164,US,US
146.70.115.162,146.70.115.165,US,US
146.70.115.162,146.70.115.166,US,US
146.70.115.162,146.70.115.167,US,US
146.70.115.162,146.70.115.168,US,US
146.70.115.162,146.70.115.169,US,US
146.70.115.162,146.70.115.170,US,US
146.70.115.162,146.70.115.171,US,US
146.70.115.162,146.70.115.172,US,US
146.70.115.162,146.70.115.173,US,US
146.70.115.162,146.70.115.174,US,US
104.234.212.26,104.234.212.2,US,US
104.234.212.26,104.234.212.3,US,US
104.234.212.26,104.234.212.4,US,US
104.234.212.26,104.234.212.5,US,US
104.234.212.26,104.234.212.6,US,US
104.234.212.26,104.234.212.7,US,US
104.234.212.26,104.234.212.8,US,US
104.234.212.26,104.234.212.9,US,US
104.234.212.26,104.234.212.10,US,US
104.234.212.26,104.234.212.11,US,US
104.234.212.26,104.234.212.12,US,US
104.234.212.26,104.234.212.13,US,US
104.234.212.26,104.234.212.14,US,US
104.234.212.26,104.234.212.15,US,US
104.234.212.26,104.234.212.16,US,US
104.234.212.26,104.234.212.17,US,US
104.234.212.26,104.234.212.18,US,US
104.234.212.26,104.234.212.19,US,US
104.234.212.26,104.234.212.20,US,US
104.234.212.26,104.234.212.21,US,US
104.234.212.26,104.234.212.22,US,US
104.234.212.26,104.234.212.23,US,US
104.234.212.26,104.234.212.24,US,US
104.234.212.26,104.234.212.25,US,US
154.47.16.81,154.47.16.82,CO,CO
154.47.16.81,154.47.16.83,CO,CO
154.47.16.81,154.47.16.84,CO,CO
154.47.16.81,154.47.16.85,CO,CO
154.47.16.81,154.47.16.86,CO,CO
154.47.16.81,154.47.16.87,CO,CO
154.47.16.81,154.47.16.88,CO,CO
154.47.16.81,154.47.16.89,CO,CO
185.159.157.149,154.47.16.82,CH,CO
154.47.25.193,154.47.25.194,US,US
154.47.25.193,154.47.25.195,US,US
154.47.25.193,154.47.25.196,US,US
154.47.25.193,154.47.25.197,US,US
154.47.25.193,154.47.25.198,US,US
154.47.25.193,154.47.25.199,US,US
154.47.25.193,154.47.25.200,US,US
154.47.25.193,154.47.25.201,US,US
154.47.25.193,154.47.25.202,US,US
154.47.25.193,154.47.25.203,US,US
154.47.25.193,154.47.25.204,US,US
154.47.25.193,154.47.25.205,US,US
185.229.25.116,185.229.25.117,MK,MK
185.229.25.116,185.229.25.118,MK,MK
185.229.25.116,185.229.25.119,MK,MK
185.229.25.116,185.229.25.120,MK,MK
185.159.157.150,185.229.25.117,CH,MK
103.214.20.210,103.214.20.211,AU,AU
103.214.20.210,103.214.20.212,AU,AU
103.214.20.210,103.214.20.213,AU,AU
103.214.20.210,103.214.20.214,AU,AU
103.214.20.210,103.214.20.215,AU,AU
103.214.20.210,103.214.20.216,AU,AU
103.214.20.210,103.214.20.217,AU,AU
103.214.20.210,103.214.20.218,AU,AU
103.214.20.210,103.214.20.219,AU,AU
103.214.20.210,103.214.20.220,AU,AU
103.214.20.210,103.214.20.221,AU,AU
103.214.20.210,103.214.20.222,AU,AU
74.63.204.210,74.63.204.211,US,US
74.63.204.210,74.63.204.212,US,US
74.63.204.210,74.63.204.213,US,US
74.63.204.210,74.63.204.214,US,US
74.63.204.210,74.63.204.215,US,US
74.63.204.210,74.63.204.216,US,US
74.63.204.210,74.63.204.217,US,US
74.63.204.210,74.63.204.218,US,US
74.63.204.210,74.63.204.219,US,US
74.63.204.210,74.63.204.220,US,US
74.63.204.210,74.63.204.221,US,US
74.63.204.210,74.63.204.222,US,US
185.159.157.84,45.38.189.1,CH,ID
138.199.60.86,45.38.189.1,ID,ID
138.199.60.86,45.38.189.2,ID,ID
138.199.60.86,45.38.189.3,ID,ID
138.199.60.86,45.38.189.4,ID,ID
138.199.60.86,45.38.189.5,ID,ID
138.199.60.86,45.38.189.6,ID,ID
138.199.60.86,45.38.189.7,ID,ID
138.199.60.86,45.38.189.8,ID,ID
169.150.226.161,169.150.226.162,IL,IL
169.150.226.161,169.150.226.163,IL,IL
169.150.226.161,169.150.226.164,IL,IL
169.150.226.161,169.150.226.165,IL,IL
169.150.226.161,169.150.226.166,IL,IL
169.150.226.161,169.150.226.167,IL,IL
169.150.226.161,169.150.226.168,IL,IL
169.150.226.161,169.150.226.169,IL,IL
169.150.226.161,169.150.226.170,IL,IL
169.150.226.161,169.150.226.171,IL,IL
185.159.156.124,169.150.226.162,SE,IL
138.199.60.85,149.34.253.241,SG,SG
138.199.60.85,149.34.253.242,SG,SG
138.199.60.85,149.34.253.243,SG,SG
138.199.60.85,149.34.253.244,SG,SG
138.199.60.85,149.34.253.245,SG,SG
138.199.60.85,149.34.253.246,SG,SG
138.199.60.85,149.34.253.247,SG,SG
138.199.60.85,149.34.253.248,SG,SG
138.199.60.85,149.34.253.249,SG,SG
138.199.60.85,149.34.253.250,SG,SG
185.159.158.232,84.252.115.1,IS,AE
178.249.212.163,66.251.128.1,ZA,ZA
178.249.212.163,66.251.128.2,ZA,ZA
178.249.212.163,66.251.128.3,ZA,ZA
178.249.212.163,66.251.128.4,ZA,ZA
178.249.212.163,66.251.128.5,ZA,ZA
178.249.212.163,66.251.128.6,ZA,ZA
178.249.212.163,66.251.128.7,ZA,ZA
178.249.212.163,66.251.128.8,ZA,ZA
178.249.212.163,66.251.128.9,ZA,ZA
178.249.212.163,66.251.128.10,ZA,ZA
178.249.212.163,66.251.128.11,ZA,ZA
79.135.104.24,66.251.128.1,CH,ZA
176.96.226.226,176.96.226.227,RU,RU
176.96.226.226,176.96.226.228,RU,RU
176.96.226.226,176.96.226.229,RU,RU
176.96.226.226,176.96.226.230,RU,RU
176.96.226.226,176.96.226.231,RU,RU
176.96.226.226,176.96.226.232,RU,RU
176.96.226.226,176.96.226.233,RU,RU
176.96.226.226,176.96.226.234,RU,RU
176.96.226.226,176.96.226.235,RU,RU
176.96.226.226,176.96.226.236,RU,RU
176.96.226.226,176.96.226.237,RU,RU
176.96.226.226,176.96.226.238,RU,RU
176.96.226.242,176.96.226.243,RU,RU
176.96.226.242,176.96.226.244,RU,RU
176.96.226.242,176.96.226.245,RU,RU
176.96.226.242,176.96.226.246,RU,RU
176.96.226.242,176.96.226.247,RU,RU
176.96.226.242,176.96.226.248,RU,RU
176.96.226.242,176.96.226.249,RU,RU
176.96.226.242,176.96.226.250,RU,RU
176.96.226.242,176.96.226.251,RU,RU
176.96.226.242,176.96.226.252,RU,RU
176.96.226.242,176.96.226.253,RU,RU
176.96.226.242,176.96.226.254,RU,RU
138.199.60.89,175.110.108.1,PK,PK
138.199.60.89,175.110.108.10,PK,PK
138.199.60.89,175.110.108.11,PK,PK
138.199.60.89,175.110.108.12,PK,PK
138.199.60.89,175.110.108.2,PK,PK
138.199.60.89,175.110.108.3,PK,PK
138.199.60.89,175.110.108.4,PK,PK
138.199.60.89,175.110.108.5,PK,PK
138.199.60.89,175.110.108.6,PK,PK
138.199.60.89,175.110.108.7,PK,PK
138.199.60.89,175.110.108.8,PK,PK
138.199.60.89,175.110.108.9,PK,PK
79.135.104.25,176.96.226.227,CH,RU
85.203.39.226,85.203.39.228,LV,LV
85.203.39.226,85.203.39.229,LV,LV
85.203.39.226,85.203.39.230,LV,LV
85.203.39.226,85.203.39.231,LV,LV
85.203.39.226,85.203.39.232,LV,LV
85.203.39.226,85.203.39.233,LV,LV
85.203.39.226,85.203.39.234,LV,LV
85.203.39.226,85.203.39.235,LV,LV
85.203.39.226,85.203.39.236,LV,LV
85.203.39.226,85.203.39.237,LV,LV
85.203.39.226,85.203.39.238,LV,LV
85.203.39.226,85.203.39.227,LV,LV
95.153.31.114,95.153.31.116,EE,EE
95.153.31.114,95.153.31.117,EE,EE
95.153.31.114,95.153.31.118,EE,EE
95.153.31.114,95.153.31.119,EE,EE
95.153.31.114,95.153.31.120,EE,EE
95.153.31.114,95.153.31.121,EE,EE
95.153.31.114,95.153.31.122,EE,EE
95.153.31.114,95.153.31.123,EE,EE
95.153.31.114,95.153.31.124,EE,EE
95.153.31.114,95.153.31.125,EE,EE
95.153.31.114,95.153.31.126,EE,EE
95.153.31.114,95.153.31.115,EE,EE
79.135.104.26,175.110.108.1,CH,PK
149.102.237.129,149.102.237.130,IT,IT
149.102.237.129,149.102.237.131,IT,IT
149.102.237.129,149.102.237.132,IT,IT
149.102.237.129,149.102.237.133,IT,IT
149.102.237.129,149.102.237.134,IT,IT
149.102.237.129,149.102.237.135,IT,IT
149.102.237.129,149.102.237.136,IT,IT
149.102.237.129,149.102.237.137,IT,IT
149.102.237.129,149.102.237.138,IT,IT
149.102.237.129,149.102.237.139,IT,IT
149.102.237.129,149.102.237.140,IT,IT
149.102.237.129,149.102.237.141,IT,IT
178.249.212.164,185.192.20.1,MA,MA
178.249.212.164,185.192.20.10,MA,MA
178.249.212.164,185.192.20.11,MA,MA
178.249.212.164,185.192.20.12,MA,MA
178.249.212.164,185.192.20.2,MA,MA
178.249.212.164,185.192.20.3,MA,MA
178.249.212.164,185.192.20.4,MA,MA
178.249.212.164,185.192.20.5,MA,MA
178.249.212.164,185.192.20.6,MA,MA
178.249.212.164,185.192.20.7,MA,MA
178.249.212.164,185.192.20.8,MA,MA
178.249.212.164,185.192.20.9,MA,MA
79.135.104.32,185.192.20.1,CH,MA
149.50.216.225,149.50.216.226,SE,SE
149.50.216.225,149.50.216.227,SE,SE
149.50.216.225,149.50.216.228,SE,SE
149.50.216.225,149.50.216.229,SE,SE
149.50.216.225,149.50.216.230,SE,SE
149.50.216.225,149.50.216.231,SE,SE
149.50.216.225,149.50.216.232,SE,SE
149.50.216.225,149.50.216.233,SE,SE
149.50.216.225,149.50.216.234,SE,SE
149.50.216.225,149.50.216.235,SE,SE
149.50.216.225,149.50.216.236,SE,SE
149.50.216.225,149.50.216.237,SE,SE
45.139.48.242,45.139.48.244,HR,HR
45.139.48.242,45.139.48.245,HR,HR
45.139.48.242,45.139.48.246,HR,HR
45.139.48.242,45.139.48.247,HR,HR
45.139.48.242,45.139.48.248,HR,HR
45.139.48.242,45.139.48.249,HR,HR
45.139.48.242,45.139.48.250,HR,HR
45.139.48.242,45.139.48.251,HR,HR
45.139.48.242,45.139.48.252,HR,HR
45.139.48.242,45.139.48.253,HR,HR
45.139.48.242,45.139.48.254,HR,HR
45.139.48.242,45.139.48.243,HR,HR
45.146.222.226,45.146.222.228,RS,RS
45.146.222.226,45.146.222.229,RS,RS
45.146.222.226,45.146.222.230,RS,RS
45.146.222.226,45.146.222.231,RS,RS
45.146.222.226,45.146.222.232,RS,RS
45.146.222.226,45.146.222.233,RS,RS
45.146.222.226,45.146.222.234,RS,RS
45.146.222.226,45.146.222.235,RS,RS
45.146.222.226,45.146.222.236,RS,RS
45.146.222.226,45.146.222.237,RS,RS
45.146.222.226,45.146.222.238,RS,RS
45.146.222.226,45.146.222.227,RS,RS
149.88.20.129,149.88.20.130,PT,PT
149.88.20.129,149.88.20.131,PT,PT
149.88.20.129,149.88.20.132,PT,PT
149.88.20.129,149.88.20.133,PT,PT
149.88.20.129,149.88.20.134,PT,PT
149.88.20.129,149.88.20.135,PT,PT
149.88.20.129,149.88.20.136,PT,PT
149.88.20.129,149.88.20.137,PT,PT
149.88.20.129,149.88.20.138,PT,PT
149.88.20.129,149.88.20.139,PT,PT
149.88.20.129,149.88.20.140,PT,PT
149.88.20.129,149.88.20.141,PT,PT
149.88.97.97,149.88.97.98,CA,CA
149.88.97.97,149.88.97.99,CA,CA
149.88.97.97,149.88.97.100,CA,CA
149.88.97.97,149.88.97.101,CA,CA
149.88.97.97,149.88.97.102,CA,CA
149.88.97.97,149.88.97.103,CA,CA
149.88.97.97,149.88.97.104,CA,CA
149.88.97.97,149.88.97.105,CA,CA
149.88.97.97,149.88.97.106,CA,CA
149.88.97.97,149.88.97.107,CA,CA
149.88.97.97,149.88.97.108,CA,CA
149.88.97.97,149.88.97.109,CA,CA
146.70.29.194,146.70.29.195,SG,SG
146.70.29.194,146.70.29.196,SG,SG
146.70.29.194,146.70.29.197,SG,SG
146.70.29.194,146.70.29.198,SG,SG
146.70.29.194,146.70.29.199,SG,SG
146.70.29.194,146.70.29.200,SG,SG
146.70.29.194,146.70.29.201,SG,SG
146.70.29.194,146.70.29.202,SG,SG
146.70.29.194,146.70.29.203,SG,SG
146.70.29.194,146.70.29.204,SG,SG
146.70.29.194,146.70.29.205,SG,SG
146.70.29.194,146.70.29.206,SG,SG
45.87.213.210,45.87.213.211,JP,JP
45.87.213.210,45.87.213.212,JP,JP
45.87.213.210,45.87.213.213,JP,JP
45.87.213.210,45.87.213.214,JP,JP
45.87.213.210,45.87.213.215,JP,JP
45.87.213.210,45.87.213.216,JP,JP
45.87.213.210,45.87.213.217,JP,JP
45.87.213.210,45.87.213.218,JP,JP
45.87.213.210,45.87.213.219,JP,JP
45.87.213.210,45.87.213.220,JP,JP
45.87.213.210,45.87.213.221,JP,JP
45.87.213.210,45.87.213.222,JP,JP
185.159.158.234,146.70.142.83,IS,IN
185.159.156.128,146.70.142.19,SE,IN
176.113.74.82,176.113.74.83,CA,CA
176.113.74.82,176.113.74.84,CA,CA
176.113.74.82,176.113.74.85,CA,CA
176.113.74.82,176.113.74.86,CA,CA
176.113.74.82,176.113.74.87,CA,CA
176.113.74.82,176.113.74.88,CA,CA
176.113.74.82,176.113.74.89,CA,CA
176.113.74.82,176.113.74.90,CA,CA
176.113.74.82,176.113.74.91,CA,CA
176.113.74.82,176.113.74.92,CA,CA
176.113.74.82,176.113.74.93,CA,CA
176.113.74.82,176.113.74.94,CA,CA
149.50.216.238,149.50.216.239,SE,SE
149.50.216.238,149.50.216.240,SE,SE
149.50.216.238,149.50.216.241,SE,SE
149.50.216.238,149.50.216.242,SE,SE
149.50.216.238,149.50.216.243,SE,SE
149.50.216.238,149.50.216.244,SE,SE
149.50.216.238,149.50.216.245,SE,SE
149.50.216.238,149.50.216.246,SE,SE
149.50.216.238,149.50.216.247,SE,SE
149.50.216.238,149.50.216.248,SE,SE
149.50.216.238,149.50.216.249,SE,SE
149.50.216.238,149.50.216.250,SE,SE
149.88.27.233,79.127.207.129,CH,CH
149.88.27.233,79.127.207.130,CH,CH
149.88.27.233,79.127.207.131,CH,CH
149.88.27.233,79.127.207.132,CH,CH
149.88.27.233,79.127.207.133,CH,CH
149.88.27.233,79.127.207.134,CH,CH
149.88.27.233,79.127.207.135,CH,CH
149.88.27.233,79.127.207.136,CH,CH
149.88.27.233,79.127.207.137,CH,CH
149.88.27.233,79.127.207.138,CH,CH
149.88.27.233,79.127.207.139,CH,CH
149.88.27.233,79.127.207.140,CH,CH
149.88.27.233,79.127.207.141,CH,CH
149.88.27.233,79.127.207.142,CH,CH
149.88.27.233,79.127.207.143,CH,CH
149.88.27.233,79.127.207.144,CH,CH
149.88.27.233,79.127.207.145,CH,CH
149.88.27.233,79.127.207.146,CH,CH
149.88.27.233,79.127.207.147,CH,CH
149.88.27.233,79.127.207.148,CH,CH
149.88.27.233,79.127.207.149,CH,CH
149.88.27.233,79.127.207.150,CH,CH
149.88.27.233,79.127.207.151,CH,CH
149.88.27.233,79.127.207.152,CH,CH
149.88.27.233,79.127.207.153,CH,CH
149.88.27.233,79.127.207.154,CH,CH
149.88.27.233,79.127.207.155,CH,CH
149.88.27.232,79.127.207.161,CH,CH
149.88.27.232,79.127.207.162,CH,CH
149.88.27.232,79.127.207.163,CH,CH
149.88.27.232,79.127.207.164,CH,CH
149.88.27.232,79.127.207.165,CH,CH
149.88.27.232,79.127.207.166,CH,CH
149.88.27.232,79.127.207.167,CH,CH
149.88.27.232,79.127.207.168,CH,CH
149.88.27.232,79.127.207.169,CH,CH
149.88.27.232,79.127.207.170,CH,CH
149.88.27.232,79.127.207.171,CH,CH
149.88.27.232,79.127.207.172,CH,CH
149.88.27.232,79.127.207.173,CH,CH
149.88.27.232,79.127.207.174,CH,CH
149.88.27.232,79.127.207.175,CH,CH
149.88.27.232,79.127.207.176,CH,CH
149.88.27.232,79.127.207.177,CH,CH
149.88.27.232,79.127.207.178,CH,CH
149.88.27.232,79.127.207.179,CH,CH
149.88.27.232,79.127.207.180,CH,CH
149.88.27.232,79.127.207.181,CH,CH
149.88.27.232,79.127.207.182,CH,CH
149.88.27.232,79.127.207.183,CH,CH
149.88.27.232,79.127.207.184,CH,CH
149.88.27.232,79.127.207.185,CH,CH
149.88.27.232,79.127.207.186,CH,CH
149.88.27.232,79.127.207.187,CH,CH
217.138.216.130,217.138.216.131,DE,DE
217.138.216.130,217.138.216.132,DE,DE
217.138.216.130,217.138.216.133,DE,DE
217.138.216.130,217.138.216.134,DE,DE
217.138.216.130,217.138.216.135,DE,DE
217.138.216.130,217.138.216.136,DE,DE
217.138.216.130,217.138.216.137,DE,DE
217.138.216.130,217.138.216.138,DE,DE
217.138.216.130,217.138.216.139,DE,DE
217.138.216.130,217.138.216.140,DE,DE
217.138.216.130,217.138.216.141,DE,DE
217.138.216.130,217.138.216.142,DE,DE
217.138.216.130,217.138.216.143,DE,DE
217.138.216.130,217.138.216.144,DE,DE
217.138.216.130,217.138.216.145,DE,DE
217.138.216.130,217.138.216.146,DE,DE
217.138.216.130,217.138.216.147,DE,DE
217.138.216.130,217.138.216.148,DE,DE
217.138.216.130,217.138.216.149,DE,DE
217.138.216.130,217.138.216.150,DE,DE
217.138.216.130,217.138.216.151,DE,DE
217.138.216.130,217.138.216.152,DE,DE
217.138.216.130,217.138.216.153,DE,DE
217.138.216.130,217.138.216.154,DE,DE
217.138.216.130,217.138.216.155,DE,DE
217.138.216.130,217.138.216.156,DE,DE
217.138.216.130,217.138.216.157,DE,DE
217.138.216.130,217.138.216.158,DE,DE
217.138.216.98,217.138.216.99,DE,DE
217.138.216.98,217.138.216.100,DE,DE
217.138.216.98,217.138.216.101,DE,DE
217.138.216.98,217.138.216.102,DE,DE
217.138.216.98,217.138.216.103,DE,DE
217.138.216.98,217.138.216.104,DE,DE
217.138.216.98,217.138.216.105,DE,DE
217.138.216.98,217.138.216.106,DE,DE
217.138.216.98,217.138.216.107,DE,DE
217.138.216.98,217.138.216.108,DE,DE
217.138.216.98,217.138.216.109,DE,DE
217.138.216.98,217.138.216.110,DE,DE
217.138.216.98,217.138.216.111,DE,DE
217.138.216.98,217.138.216.112,DE,DE
217.138.216.98,217.138.216.113,DE,DE
217.138.216.98,217.138.216.114,DE,DE
217.138.216.98,217.138.216.115,DE,DE
217.138.216.98,217.138.216.116,DE,DE
217.138.216.98,217.138.216.117,DE,DE
217.138.216.98,217.138.216.118,DE,DE
217.138.216.98,217.138.216.119,DE,DE
217.138.216.98,217.138.216.120,DE,DE
217.138.216.98,217.138.216.121,DE,DE
217.138.216.98,217.138.216.122,DE,DE
217.138.216.98,217.138.216.123,DE,DE
217.138.216.98,217.138.216.124,DE,DE
217.138.216.98,217.138.216.125,DE,DE
217.138.216.98,217.138.216.126,DE,DE
45.83.126.1,45.83.126.2,MY,MY
45.83.126.1,45.83.126.3,MY,MY
45.83.126.1,45.83.126.4,MY,MY
45.83.126.1,45.83.126.5,MY,MY
45.83.126.1,45.83.126.6,MY,MY
45.83.126.1,45.83.126.7,MY,MY
45.83.126.1,45.83.126.8,MY,MY
45.83.126.1,45.83.126.9,MY,MY
45.83.126.1,45.83.126.10,MY,MY
45.83.126.1,45.83.126.11,MY,MY
45.83.126.1,45.83.126.12,MY,MY
45.83.126.1,45.83.126.13,MY,MY
45.83.126.1,45.83.126.14,MY,MY
45.83.126.1,45.83.126.15,MY,MY
45.83.126.1,45.83.126.16,MY,MY
45.83.126.1,45.83.126.17,MY,MY
45.83.126.1,45.83.126.18,MY,MY
45.83.126.1,45.83.126.19,MY,MY
45.83.126.1,45.83.126.20,MY,MY
45.83.126.1,45.83.126.21,MY,MY
45.83.126.1,45.83.126.22,MY,MY
45.83.126.1,45.83.126.23,MY,MY
45.83.126.1,45.83.126.24,MY,MY
45.83.126.1,45.83.126.1,MY,MY
45.83.127.1,45.83.127.1,LK,LK
45.83.127.1,45.83.127.10,LK,LK
45.83.127.1,45.83.127.11,LK,LK
45.83.127.1,45.83.127.12,LK,LK
45.83.127.1,45.83.127.13,LK,LK
45.83.127.1,45.83.127.14,LK,LK
45.83.127.1,45.83.127.15,LK,LK
45.83.127.1,45.83.127.16,LK,LK
45.83.127.1,45.83.127.17,LK,LK
45.83.127.1,45.83.127.18,LK,LK
45.83.127.1,45.83.127.19,LK,LK
45.83.127.1,45.83.127.2,LK,LK
45.83.127.1,45.83.127.20,LK,LK
45.83.127.1,45.83.127.21,LK,LK
45.83.127.1,45.83.127.22,LK,LK
45.83.127.1,45.83.127.23,LK,LK
45.83.127.1,45.83.127.24,LK,LK
45.83.127.1,45.83.127.3,LK,LK
45.83.127.1,45.83.127.4,LK,LK
45.83.127.1,45.83.127.5,LK,LK
45.83.127.1,45.83.127.6,LK,LK
45.83.127.1,45.83.127.7,LK,LK
45.83.127.1,45.83.127.8,LK,LK
45.83.127.1,45.83.127.9,LK,LK
36.50.238.1,36.50.238.1,BD,BD
36.50.238.1,36.50.238.10,BD,BD
36.50.238.1,36.50.238.11,BD,BD
36.50.238.1,36.50.238.12,BD,BD
36.50.238.1,36.50.238.13,BD,BD
36.50.238.1,36.50.238.14,BD,BD
36.50.238.1,36.50.238.15,BD,BD
36.50.238.1,36.50.238.16,BD,BD
36.50.238.1,36.50.238.17,BD,BD
36.50.238.1,36.50.238.18,BD,BD
36.50.238.1,36.50.238.19,BD,BD
36.50.238.1,36.50.238.2,BD,BD
36.50.238.1,36.50.238.20,BD,BD
36.50.238.1,36.50.238.21,BD,BD
36.50.238.1,36.50.238.22,BD,BD
36.50.238.1,36.50.238.23,BD,BD
36.50.238.1,36.50.238.24,BD,BD
36.50.238.1,36.50.238.3,BD,BD
36.50.238.1,36.50.238.4,BD,BD
36.50.238.1,36.50.238.5,BD,BD
36.50.238.1,36.50.238.6,BD,BD
36.50.238.1,36.50.238.7,BD,BD
36.50.238.1,36.50.238.8,BD,BD
36.50.238.1,36.50.238.9,BD,BD
45.83.147.1,45.83.147.1,BY,BY
45.83.147.1,45.83.147.10,BY,BY
45.83.147.1,45.83.147.11,BY,BY
45.83.147.1,45.83.147.12,BY,BY
45.83.147.1,45.83.147.13,BY,BY
45.83.147.1,45.83.147.14,BY,BY
45.83.147.1,45.83.147.15,BY,BY
45.83.147.1,45.83.147.16,BY,BY
45.83.147.1,45.83.147.17,BY,BY
45.83.147.1,45.83.147.18,BY,BY
45.83.147.1,45.83.147.19,BY,BY
45.83.147.1,45.83.147.2,BY,BY
45.83.147.1,45.83.147.20,BY,BY
45.83.147.1,45.83.147.21,BY,BY
45.83.147.1,45.83.147.22,BY,BY
45.83.147.1,45.83.147.23,BY,BY
45.83.147.1,45.83.147.24,BY,BY
45.83.147.1,45.83.147.3,BY,BY
45.83.147.1,45.83.147.4,BY,BY
45.83.147.1,45.83.147.5,BY,BY
45.83.147.1,45.83.147.6,BY,BY
45.83.147.1,45.83.147.7,BY,BY
45.83.147.1,45.83.147.8,BY,BY
45.83.147.1,45.83.147.9,BY,BY
45.83.125.1,45.83.125.1,NP,NP
45.83.125.1,45.83.125.10,NP,NP
45.83.125.1,45.83.125.11,NP,NP
45.83.125.1,45.83.125.12,NP,NP
45.83.125.1,45.83.125.13,NP,NP
45.83.125.1,45.83.125.14,NP,NP
45.83.125.1,45.83.125.15,NP,NP
45.83.125.1,45.83.125.16,NP,NP
45.83.125.1,45.83.125.17,NP,NP
45.83.125.1,45.83.125.18,NP,NP
45.83.125.1,45.83.125.19,NP,NP
45.83.125.1,45.83.125.2,NP,NP
45.83.125.1,45.83.125.20,NP,NP
45.83.125.1,45.83.125.21,NP,NP
45.83.125.1,45.83.125.22,NP,NP
45.83.125.1,45.83.125.23,NP,NP
45.83.125.1,45.83.125.24,NP,NP
45.83.125.1,45.83.125.3,NP,NP
45.83.125.1,45.83.125.4,NP,NP
45.83.125.1,45.83.125.5,NP,NP
45.83.125.1,45.83.125.6,NP,NP
45.83.125.1,45.83.125.7,NP,NP
45.83.125.1,45.83.125.8,NP,NP
45.83.125.1,45.83.125.9,NP,NP
45.83.145.1,45.83.145.1,VE,VE
45.83.145.1,45.83.145.10,VE,VE
45.83.145.1,45.83.145.11,VE,VE
45.83.145.1,45.83.145.12,VE,VE
45.83.145.1,45.83.145.13,VE,VE
45.83.145.1,45.83.145.14,VE,VE
45.83.145.1,45.83.145.15,VE,VE
45.83.145.1,45.83.145.16,VE,VE
45.83.145.1,45.83.145.17,VE,VE
45.83.145.1,45.83.145.18,VE,VE
45.83.145.1,45.83.145.19,VE,VE
45.83.145.1,45.83.145.2,VE,VE
45.83.145.1,45.83.145.20,VE,VE
45.83.145.1,45.83.145.21,VE,VE
45.83.145.1,45.83.145.22,VE,VE
45.83.145.1,45.83.145.23,VE,VE
45.83.145.1,45.83.145.24,VE,VE
45.83.145.1,45.83.145.3,VE,VE
45.83.145.1,45.83.145.4,VE,VE
45.83.145.1,45.83.145.5,VE,VE
45.83.145.1,45.83.145.6,VE,VE
45.83.145.1,45.83.145.7,VE,VE
45.83.145.1,45.83.145.8,VE,VE
45.83.145.1,45.83.145.9,VE,VE
45.83.146.1,45.83.146.1,SV,SV
45.83.146.1,45.83.146.10,SV,SV
45.83.146.1,45.83.146.11,SV,SV
45.83.146.1,45.83.146.12,SV,SV
45.83.146.1,45.83.146.13,SV,SV
45.83.146.1,45.83.146.14,SV,SV
45.83.146.1,45.83.146.15,SV,SV
45.83.146.1,45.83.146.16,SV,SV
45.83.146.1,45.83.146.17,SV,SV
45.83.146.1,45.83.146.18,SV,SV
45.83.146.1,45.83.146.19,SV,SV
45.83.146.1,45.83.146.2,SV,SV
45.83.146.1,45.83.146.20,SV,SV
45.83.146.1,45.83.146.21,SV,SV
45.83.146.1,45.83.146.22,SV,SV
45.83.146.1,45.83.146.23,SV,SV
45.83.146.1,45.83.146.24,SV,SV
45.83.146.1,45.83.146.3,SV,SV
45.83.146.1,45.83.146.4,SV,SV
45.83.146.1,45.83.146.5,SV,SV
45.83.146.1,45.83.146.6,SV,SV
45.83.146.1,45.83.146.7,SV,SV
45.83.146.1,45.83.146.8,SV,SV
45.83.146.1,45.83.146.9,SV,SV
193.9.36.1,193.9.36.9,MZ,MZ
193.9.36.1,193.9.36.10,MZ,MZ
193.9.36.1,193.9.36.11,MZ,MZ
193.9.36.1,193.9.36.12,MZ,MZ
193.9.36.1,193.9.36.13,MZ,MZ
193.9.36.1,193.9.36.14,MZ,MZ
193.9.36.1,193.9.36.15,MZ,MZ
193.9.36.1,193.9.36.16,MZ,MZ
193.9.36.1,193.9.36.17,MZ,MZ
193.9.36.1,193.9.36.18,MZ,MZ
193.9.36.1,193.9.36.1,MZ,MZ
193.9.36.1,193.9.36.19,MZ,MZ
193.9.36.1,193.9.36.20,MZ,MZ
193.9.36.1,193.9.36.21,MZ,MZ
193.9.36.1,193.9.36.22,MZ,MZ
193.9.36.1,193.9.36.23,MZ,MZ
193.9.36.1,193.9.36.24,MZ,MZ
193.9.36.1,193.9.36.2,MZ,MZ
193.9.36.1,193.9.36.3,MZ,MZ
193.9.36.1,193.9.36.4,MZ,MZ
193.9.36.1,193.9.36.5,MZ,MZ
193.9.36.1,193.9.36.6,MZ,MZ
193.9.36.1,193.9.36.7,MZ,MZ
193.9.36.1,193.9.36.8,MZ,MZ
193.9.37.1,193.9.37.9,RW,RW
193.9.37.1,193.9.37.10,RW,RW
193.9.37.1,193.9.37.11,RW,RW
193.9.37.1,193.9.37.12,RW,RW
193.9.37.1,193.9.37.13,RW,RW
193.9.37.1,193.9.37.14,RW,RW
