signature,metadata_category,metadata_comment
VirTool:Win32/Injector.EP,Tool,
VirTool:JS/Obfuscator.EM,Tool,
HackTool:Win32/Soweh,Tool,
VirTool:MSIL/Ranos.A,Tool,
VirTool:JS/Obfuscator.EN,Tool,
VirTool:JS/Obfuscator.EO,Tool,
VirTool:Win32/AutInject.AU,Tool,
VirTool:Win32/CeeInject.FT,Tool,
VirTool:Win32/CeeInject.FU,Tool,
VirTool:Win32/Obfuscator.AKC,Tool,
VirTool:JS/Obfuscator.EP,Tool,
VirTool:Win32/Obfuscator.AKD,Tool,
VirTool:JS/Obfuscator.EQ,Tool,
VirTool:AutoIt/Obfuscator,Tool,
VirTool:JS/Obfuscator.ER,Tool,
VirTool:Win32/VBInject.ACS,Tool,
VirTool:JS/Obfuscator.ES,Tool,
VirTool:JS/Obfuscator.ET,Tool,
VirTool:JS/Obfuscator.EU,Tool,
VirTool:AutoIt/Injector,Tool,
VirTool:Win32/AutInject.AV,Tool,
VirTool:Win32/VBInject.ACT,Tool,
VirTool:JS/Obfuscator.EV,Tool,
VirTool:Win32/VBInject.ACV,Tool,
VirTool:Win32/Obfuscator.AKF,Tool,
VirTool:Win32/DelfInfect,Tool,
VirTool:JS/Obfuscator.EW,Tool,
VirTool:MSIL/Obfuscator.AN,Tool,
VirTool:Win32/AutInject.AW,Tool,
VirTool:Win32/AutInject.AX,Tool,
VirTool:Win32/Injector.EQ,Tool,
HackTool:Win32/Passbocen,Tool,
VirTool:JS/Obfuscator.EX,Tool,
HackTool:Win32/Wincred.H,Tool,
VirTool:JS/Obfuscator.EY,Tool,
VirTool:Win32/AutInject.AY,Tool,
VirTool:Win64/Sandboxbypass.A,Tool,
VirTool:Win32/VBInject.ACW,Tool,
VirTool:Win32/VBInject.ACX,Tool,
VirTool:Win32/VBInject.gen!LN,Tool,
VirTool:Win32/AutInject.AZ,Tool,
VirTool:Win32/VBInject.ACY,Tool,
VirTool:JS/Obfuscator.EZ,Tool,
VirTool:Win32/Obfuscator.AKE,Tool,
VirTool:Win32/VBInject.ACZ,Tool,
VirTool:JS/Obfuscator.FA,Tool,
HackTool:Win32/Masski.A,Tool,
HackTool:MSIL/Skflood,Tool,
HackTool:MSIL/Skiflooder,Tool,
HackTool:MSIL/Skiruck,Tool,
VirTool:Win32/VBInject.ADA,Tool,
VirTool:Win32/VBInject.ADB,Tool,
VirTool:Win32/Sertoh.A,Tool,
HackTool:Win32/Laztu,Tool,
HackTool:Win32/Salvaf,Tool,
HackTool:Win32/Salysk,Tool,
HackTool:Win32/Zolef,Tool,
HackTool:Win32/Peroz,Tool,
HackTool:Win32/Fites,Tool,
HackTool:MSIL/Vahodon,Tool,
HackTool:MSIL/Diskep,Tool,
HackTool:MSIL/Desram,Tool,
VirTool:MSIL/Injector.EO,Tool,
VirTool:JS/Obfuscator.FB,Tool,
HackTool:Win32/Spadel,Tool,
VirTool:Win32/Injector.gen!ES,Tool,
VirTool:JS/Obfuscator.FC,Tool,
VirTool:JS/Obfuscator.FD,Tool,
VirTool:JS/Obfuscator.FE,Tool,
VirTool:JS/Obfuscator.FF,Tool,
VirTool:JS/Obfuscator.FG,Tool,
VirTool:VBS/Obfuscator.Q,Tool,
VirTool:Win32/CeeInject.gen!KP,Tool,
VirTool:JS/Obfuscator.FH,Tool,
VirTool:JS/Obfuscator.FI,Tool,
VirTool:JS/Obfuscator.FJ,Tool,
HackTool:MSIL/Razarooat.A,Tool,
VirTool:Win32/VBInject.ADC,Tool,
VirTool:Win32/VBInject.gen!LO,Tool,
VirTool:Win32/VBInject.gen!LP,Tool,
VirTool:Win32/VBInject.gen!LQ,Tool,
VirTool:Win32/VBInject.gen!LR,Tool,
VirTool:JS/Obfuscator.FK,Tool,
HackTool:MSIL/Regala,Tool,
HackTool:Win32/Despho,Tool,
VirTool:Win32/VBInject.gen!LS,Tool,
VirTool:MSIL/Obfuscator.AO,Tool,
HackTool:Win32/Mimikatz,Tool,
VirTool:JS/Obfuscator.FL,Tool,
HackTool:Win32/Skender,Tool,
HackTool:Win32/Advspa,Tool,
HackTool:Win32/Masky,Tool,
HackTool:Win32/Duhte,Tool,
HackTool:Win32/Plusky,Tool,
HackTool:Win32/Kospan,Tool,
VirTool:JS/Obfuscator.FM,Tool,
HackTool:Win32/Skyam,Tool,
HackTool:Win32/Levid,Tool,
VirTool:JS/Obfuscator.EE,Tool,
VirTool:Win32/VBInject.gen!LT,Tool,
VirTool:Win32/Obfuscator.AKJ,Tool,
VirTool:Win64/Rovnix.D,Tool,
VirTool:Win32/AutInject.BA,Tool,
VirTool:Win32/VBInject.gen!LU,Tool,
VirTool:Win32/VBInject.gen!LV,Tool,
VirTool:Win32/AutInject.BB,Tool,
VirTool:Win32/VBInject.gen!LW,Tool,
VirTool:Win32/VBInject.gen!LX,Tool,
VirTool:Win32/VBInject.gen!LY,Tool,
VirTool:Win32/VBInject.gen!LZ,Tool,
VirTool:WinNT/Repezor.A,Tool,
VirTool:Win64/Repezor.A,Tool,
VirTool:Win32/VBInject.gen!MA,Tool,
VirTool:Win32/CeeInject.FV,Tool,
VirTool:JS/Obfuscator.FN,Tool,
HackTool:Win32/Eslor,Tool,
VirTool:Win32/VBInject.gen!MB,Tool,
VirTool:Win32/VBInject.ADD,Tool,
VirTool:Win32/VBInject.gen!MC,Tool,
HackTool:MSIL/Haspa,Tool,
VirTool:Win32/Vbcrypt.gen!I,Tool,
VirTool:Win32/Obfuscator.AKG,Tool,
VirTool:Win32/VBInject.gen!MD,Tool,
VirTool:JS/Redichrextor.D,Tool,
VirTool:Win32/VBInject.gen!ME,Tool,
VirTool:Win32/Obfuscator.AKH,Tool,
HackTool:Win64/MIMIKATZ,Tool,
VirTool:Win32/VBInject.ADG,Tool,
VirTool:MSIL/Injector.EP,Tool,
VirTool:INF/Autorun.gen!AL,Tool,
VirTool:JS/Redichrextor.E,Tool,
VirTool:Win32/Injector.gen!ET,Tool,
VirTool:Win32/Injector.gen!EU,Tool,
VirTool:JS/Obfuscator.FO,Tool,
VirTool:Win32/Injector.gen!EV,Tool,
VirTool:MSIL/Obfuscator.AP,Tool,
HackTool:MSIL/Spadima,Tool,
HackTool:MSIL/Skyop,Tool,
VirTool:Win32/Obfuscator.AKK,Tool,
VirTool:MSIL/Injector.EQ,Tool,
VirTool:Win32/Obfuscator.AKL,Tool,
HackTool:Win32/Skyta,Tool,
VirTool:Win32/VBInject.gen!MF,Tool,
VirTool:Win32/VBInject.gen!MG,Tool,
VirTool:Win32/VBInject.gen!MH,Tool,
VirTool:JS/Obfuscator.FP,Tool,
VirTool:JS/Obfuscator.FQ,Tool,
VirTool:Win32/AutInject.BC,Tool,
VirTool:Win32/Injector.gen!EW,Tool,
HackTool:MSIL/Gendows,Tool,
VirTool:JS/Obfuscator.FR,Tool,
VirTool:Win32/Injector.ES,Tool,
HackTool:MSIL/Xonflo,Tool,
VirTool:Win32/Obfuscator.AKM,Tool,
VirTool:Win32/Obfuscator.AKN,Tool,
VirTool:Win32/VBInject.ADH,Tool,
VirTool:Win32/Injector.ET,Tool,
VirTool:Win32/Injector.gen!EX,Tool,
VirTool:Win32/CeeInject.FW,Tool,
VirTool:JS/Obfuscator.FS,Tool,
VirTool:Win32/Injector.EW,Tool,
HackTool:MSIL/Flosky,Tool,
VirTool:JS/Obfuscator.FT,Tool,
HackTool:MSIL/Visdo,Tool,
HackTool:MSIL/Tomun,Tool,
HackTool:MSIL/Hefta,Tool,
HackTool:MSIL/Grobo,Tool,
HackTool:Win32/Dortfe,Tool,
VirTool:JS/Obfuscator.FU,Tool,
HackTool:Win32/Skyring,Tool,
VirTool:Win32/Obfuscator.AKO,Tool,
HackTool:MSIL/Yals,Tool,
HackTool:Win32/Tisof,Tool,
VirTool:Win32/Tedroo_Injector,Tool,
VirTool:Win32/Injector.EU,Tool,
VirTool:Win32/DelfInject.gen!DG,Tool,
VirTool:JS/Obfuscator.FV,Tool,
VirTool:Win32/Injector.EV,Tool,
VirTool:Win32/VBInject.gen!MJ,Tool,
VirTool:MSIL/Injector.ES,Tool,
VirTool:Java/Jacksbot.B,Tool,
VirTool:Win32/CeeInject.gen!KQ,Tool,
VirTool:Win32/DelfInject.gen!DH,Tool,
HackTool:MSIL/Suski,Tool,
VirTool:Win32/Obfuscator.AKP,Tool,
VirTool:Win32/AutInject.BD,Tool,
VirTool:Win32/Obfuscator.AKQ,Tool,
VirTool:Win32/Obfuscator.AKR,Tool,
HackTool:Win32/Zeloxat.A,Tool,
VirTool:Win32/VBInject.gen!MK,Tool,
VirTool:Win32/Cordit.A,Tool,
HackTool:Win32/WMIShell,Tool,
HackTool:Win32/Pwgetter.A,Tool,
VirTool:Win32/CeeInject.gen!KR,Tool,
HackTool:MSIL/Skeaz,Tool,
HackTool:MSIL/Sklozef,Tool,
VirTool:MSIL/Injector.EU,Tool,
VirTool:MSIL/Injector.ET,Tool,
VirTool:JS/Obfuscator.FW,Tool,
VirTool:JS/Obfuscator.FY,Tool,
VirTool:Win64/Obfuscator.E,Tool,
VirTool:WinNT/Pitou.A,Tool,
VirTool:WinNT/Pitou.B,Tool,
HackTool:MSIL/Frospa,Tool,
VirTool:Win32/Injector.gen!EY,Tool,
VirTool:Win32/Injector.gen!EZ,Tool,
VirTool:Win32/Obfuscator.AKT,Tool,
HackTool:Win32/Reflav,Tool,
HackTool:Win32/Hapspas,Tool,
VirTool:JS/Obfuscator.FX,Tool,
VirTool:MSIL/Injector.EV,Tool,
VirTool:Win32/CeeInject.gen!KS,Tool,
VirTool:Win32/VBInject.ADI,Tool,
VirTool:JS/Obfuscator.GA,Tool,
VirTool:Win32/Injector.gen!FA,Tool,
VirTool:JS/Obfuscator.GB,Tool,
HackTool:Win32/Banaka,Tool,
HackTool:MSIL/StormRAT,Tool,
HackTool:Win32/Forspa,Tool,
VirTool:JS/Obfuscator.GC,Tool,
VirTool:Win32/Obfuscator.AKU,Tool,
VirTool:JS/Obfuscator.GD,Tool,
VirTool:Win32/Obfuscator.AKV,Tool,
VirTool:Java/Jacksbot,Tool,
VirTool:Win32/Obfuscator.AKW,Tool,
VirTool:JS/Obfuscator.GE,Tool,
VirTool:Win32/VBInject.ADJ,Tool,
VirTool:Win32/Obfuscator.AKS,Tool,
VirTool:Win32/Obfuscator.AKX,Tool,
VirTool:JS/Redichrextor.F,Tool,
VirTool:JS/Obfuscator.GF,Tool,
HackTool:MSIL/Negesp,Tool,
VirTool:MSIL/Injector.EW,Tool,
VirTool:Win32/Obfuscator.AKY,Tool,
HackTool:MSIL/DPAPI,Tool,
VirTool:JS/Obfuscator.GG,Tool,
VirTool:MSIL/Obfuscator.AQ,Tool,
HackTool:Win32/Litspa,Tool,
HackTool:MSIL/Plims,Tool,
HackTool:Win32/Blarti,Tool,
VirTool:MSIL/Injector.EX,Tool,
VirTool:Win32/Injector.EX,Tool,
VirTool:Win32/CeeInject.gen!LA,Tool,
VirTool:Win32/AutInject.BE,Tool,
VirTool:Win32/AutInject.BF,Tool,
VirTool:Win32/AutInject.BG,Tool,
VirTool:Win32/Obfuscator.AJB,Tool,
VirTool:O97M/Obfuscator.gen!A,Tool,
VirTool:MSIL/Splori.A,Tool,
VirTool:Win32/Obfuscator.AKZ,Tool,
VirTool:JS/Obfuscator.GH,Tool,
VirTool:Win32/Obfuscator.ALA,Tool,
VirTool:Win32/Obfuscator.ALB,Tool,
VirTool:SWF/Obfuscator.A,Tool,
HackTool:Win32/ProcessKiller,Tool,
VirTool:JS/Obfuscator.GI,Tool,
HackTool:MSIL/Skvis,Tool,
HackTool:Win32/DarkComet,Tool,
VirTool:Win32/CeeInject.gen!KT,Tool,
VirTool:Win32/Obfuscator.ALC,Tool,
VirTool:Win32/Injector.gen!FC,Tool,
HackTool:MSIL/MoDiRat,Tool,
VirTool:Win32/Obfuscator.ALD,Tool,
VirTool:Win32/CeeInject.FY,Tool,
HackTool:Win32/Hdoor.A,Tool,
VirTool:MSIL/Injector.EZ,Tool,
HackTool:Win32/IEPassview,Tool,
HackTool:MSIL/Tribin.A,Tool,
VirTool:Win32/Obfuscator.ALE,Tool,
VirTool:SWF/Injector,Tool,
VirTool:Win32/VBInject.gen!ML,Tool,
HackTool:MSIL/SSHBruteForge,Tool,
VirTool:Win32/Obfuscator.ALF,Tool,
VirTool:Win32/HookGina.B,Tool,
VirTool:JS/Obfuscator.GJ,Tool,
HackTool:Win32/Spamtosk,Tool,
HackTool:MSIL/Daien,Tool,
HackTool:Win32/Tospaky,Tool,
VirTool:Win32/Obfuscator.ALH,Tool,
VirTool:MSIL/Obfuscator.AR,Tool,
VirTool:Win32/CeeInject.FZ,Tool,
HackTool:Win32/HTran,Tool,
VirTool:Win32/CeeInject.GA,Tool,
VirTool:WinNT/Loodir.A,Tool,
VirTool:Win32/AutInject.BH,Tool,
VirTool:Win32/VBInject.ADK,Tool,
VirTool:Win32/Stelntscan,Tool,
VirTool:Win32/Injector.gen!FD,Tool,
HackTool:Win32/Mavask,Tool,
HackTool:Win32/Haspas,Tool,
VirTool:Win32/Injector.EY,Tool,
VirTool:Win32/VBInject.ADL,Tool,
HackTool:Win32/Dumpquar.A,Tool,
HackTool:Win32/Gesdum.A,Tool,
HackTool:Win32/Mimsh,Tool,
VirTool:Win32/VBInject.ADM,Tool,
HackTool:Win32/Hentic.A,Tool,
HackTool:PowerShell/Mimsh,Tool,
VirTool:Win32/CeeInject.gen!KU,Tool,
VirTool:Win32/Obfuscator.ALM,Tool,
HackTool:Win32/ActivateRadmin,Tool,
VirTool:Win32/AutInject.BI,Tool,
HackTool:Win32/KeyRevealer,Tool,
VirTool:Win32/Injector.EZ,Tool,
VirTool:JS/Obfuscator.GK,Tool,
VirTool:Win32/Obfuscator.ALN,Tool,
VirTool:Win32/Obfuscator.ALJ,Tool,
VirTool:MSIL/Injector.EY,Tool,
VirTool:Win32/Obfuscator.ALZ,Tool,
VirTool:Win32/Obfuscator.ALK,Tool,
HackTool:Win32/Nuveridap,Tool,
VirTool:Win32/Obfuscator.AMA,Tool,
VirTool:Win32/Obfuscator.AMB,Tool,
VirTool:Win32/Injector.FB,Tool,
VirTool:Win32/Injector.FC,Tool,
VirTool:Win32/Injector.FD,Tool,
VirTool:Win32/Injector.FE,Tool,
VirTool:Win32/Injector.FF,Tool,
VirTool:Win32/Injector.FG,Tool,
VirTool:Win32/Injector.FH,Tool,
HackTool:PHP/ShuckFitDown,Tool,
HackTool:MSIL/AthenaIRC,Tool,
HackTool:MSIL/EasyDownloader,Tool,
VirTool:SWF/Obfuscator.B,Tool,
VirTool:Win32/Obfuscator.ALO,Tool,
VirTool:SWF/Obfuscator.C,Tool,
VirTool:SWF/Obfuscator.D,Tool,
VirTool:Win32/Injector.FI,Tool,
HackTool:MSIL/Morrcdow,Tool,
VirTool:WinNT/Rovnix.D,Tool,
VirTool:Win64/Rovnix.E,Tool,
VirTool:Win32/Injector.FJ,Tool,
VirTool:Win64/Rovnix.E!exhaustive,Tool,
VirTool:Win32/Injector.gen!FE,Tool,
HackTool:Win32/Dohuk,Tool,
VirTool:Win32/Obfuscator.GTK,Tool,
VirTool:Win32/Injector.gen!FG,Tool,
VirTool:SWF/Obfuscator.E,Tool,
HackTool:Win32/Spamit,Tool,
VirTool:Win32/Obfuscator.ALL,Tool,
HackTool:Win32/Sparibo,Tool,
HackTool:Win32/Spacbo,Tool,
VirTool:Win32/VBInject.gen!MM,Tool,
VirTool:Win32/Injector.gen!FF,Tool,
HackTool:Win32/Tinter.A,Tool,
VirTool:Win32/CeeInject.GB,Tool,
HackTool:MSIL/Toorali,Tool,
HackTool:Win32/KeySweeper,Tool,
VirTool:MSIL/AsmInject.A,Tool,
VirTool:MSIL/AsmInject.B,Tool,
VirTool:Win32/Keygen,Tool,
HackTool:Win32/Wpakill.F,Tool,
HackTool:Win32/Lomav,Tool,
VirTool:Win32/CeeInject.gen!KV,Tool,
VirTool:Win32/Obfuscator.AMC,Tool,
VirTool:SWF/Obfuscator.F,Tool,
VirTool:VBS/Obfuscator.R,Tool,
VirTool:Win64/Obfuscator.F,Tool,
VirTool:Win32/Obfuscator.ALQ,Tool,
VirTool:Win32/Obfuscator.ALP,Tool,
VirTool:SWF/Obfuscator.G,Tool,
HackTool:Win32/Spotygen,Tool,
VirTool:Win32/VBInject.gen!MN,Tool,
VirTool:Win32/CeeInject.gen!KW,Tool,
VirTool:VBS/Obfuscator.SA,Tool,
VirTool:SWF/Obfuscator.I,Tool,
VirTool:Win32/CeeInject.gen!KX,Tool,
VirTool:Win32/Injector.gen!FH,Tool,
VirTool:VBS/Obfuscator.SB,Tool,
VirTool:VBS/Obfuscator.SC,Tool,
VirTool:SWF/Obfuscator.J,Tool,
VirTool:Win32/Obfuscator.ZAA,Tool,
VirTool:Win32/Obfuscator.ALR,Tool,
VirTool:Win32/VBInject.gen!MO,Tool,
VirTool:Win32/VBInject.gen!MP,Tool,
VirTool:Win32/Obfuscator.ALS,Tool,
VirTool:Win32/AutInject.BJ,Tool,
VirTool:Win32/AutInject.BK,Tool,
VirTool:Win32/VBInject.gen!MQ,Tool,
HackTool:MSIL/Reiogn,Tool,
HackTool:MSIL/Mired,Tool,
VirTool:Win32/CeeInject!KY,Tool,
VirTool:SWF/Obfuscator.K,Tool,
HackTool:Win32/Posote,Tool,
HackTool:Win32/Kepat,Tool,
VirTool:INF/Autorun!rfn,Tool,
VirTool:MSIL/Antisow.A,Tool,
HackTool:MSIL/Protoon.A,Tool,
HackTool:Win32/BrowserPassview!rfn,Tool,
VirTool:Win32/VBInject.ADN,Tool,
HackTool:Win32/Racbot.A,Tool,
VirTool:Win32/Obfuscator.ALT,Tool,
HackTool:Win32/Mailpassview!rfn,Tool,
VirTool:Java/Jacksbot!rfn,Tool,
HackTool:Win32/CrackSearch!rfn,Tool,
VirTool:Win32/Obfuscator.ALU,Tool,
VirTool:VBS/Obfuscator.SD,Tool,
VirTool:MSIL/Injector.FA,Tool,
HackTool:Win32/Keygen!rfn,Tool,
VirTool:MSIL/Obfuscator,Tool,
VirTool:Win32/CeeInject.GC,Tool,
VirTool:MSIL/Nardber.A,Tool,
HackTool:Win32/Wpakill!rfn,Tool,
HackTool:MSIL/Boilod.A,Tool,
VirTool:WinNT/Fetrog.A,Tool,
VirTool:WinNT/Fetrog.B,Tool,
VirTool:WinNT/Fetrog.C,Tool,
HackTool:Win32/Mimikatz!dha,Tool,
HackTool:Win32/TwitterBotMaker.A,Tool,
HackTool:Win32/WpePro!rfn,Tool,
VirTool:WinNT/Rootkitdrv!rfn,Tool,
HackTool:Win32/Wce!dha,Tool,
HackTool:Win32/PwDump!dha,Tool,
HackTool:Win32/TwitterAccountChecker.A,Tool,
HackTool:Win32/ChromePass,Tool,
VirTool:Win32/RpeSfInject,Tool,
VirTool:Win32/AutInject!rfn,Tool,
VirTool:Win32/Obfuscator.ALV,Tool,
HackTool:MSIL/GalaxyLogger,Tool,
VirTool:Win32/AutInject.BL,Tool,
HackTool:Win32/AutoKMS!rfn,Tool,
VirTool:Win32/Hlubea!rfn,Tool,
VirTool:MSIL/Injector.FB,Tool,
VirTool:Win32/AutInject.BM,Tool,
VirTool:Win32/Injector.FA,Tool,
VirTool:Java/Jacksbot.C,Tool,
VirTool:MSIL/Rujia.A!plock,Tool,
VirTool:MSIL/Luxod.A,Tool,
VirTool:MSIL/AsmInject.C,Tool,
VirTool:Win32/VBInject.ADO,Tool,
VirTool:Win32/AutInject.BN,Tool,
VirTool:MSIL/AsmInject.D,Tool,
VirTool:MSIL/AsmInject.E,Tool,
VirTool:MSIL/NetInject.A,Tool,
VirTool:MSIL/Runpe.A,Tool,
VirTool:MSIL/AsmInject.F,Tool,
VirTool:MSIL/Injector.FC,Tool,
VirTool:MSIL/Injector.FD,Tool,
VirTool:MSIL/Injector.FE,Tool,
VirTool:MSIL/Injector.FF,Tool,
VirTool:MSIL/Biresso.A!plock,Tool,
HackTool:Win64/Mikatz!rfn,Tool,
VirTool:JS/Obfuscator.GL,Tool,
VirTool:WinNT/Hikiti.G!dha,Tool,
HackTool:Win32/Delese,Tool,
VirTool:Win32/VBInject.ADP,Tool,
VirTool:MSIL/Injector.FG,Tool,
HackTool:MSIL/Actibru.A,Tool,
HackTool:MSIL/Actibru.B,Tool,
VirTool:JS/Obfuscator.GM,Tool,
HackTool:Win32/Elevate.A,Tool,
HackTool:Win32/Skymmer,Tool,
HackTool:Win32/Skynik,Tool,
VirTool:MSIL/Inject,Tool,
VirTool:Win32/Vbinder!rfn,Tool,
VirTool:Win32/Injector.FM,Tool,
VirTool:Win32/Injector.FK,Tool,
VirTool:Win32/CeeInject.GD,Tool,
VirTool:Win32/Injector.FL,Tool,
HackTool:Win32/Stewini,Tool,
HackTool:Win32/Nayr,Tool,
HackTool:MSIL/Lgar,Tool,
VirTool:Win32/CeeInject.gen!KY,Tool,
HackTool:MSIL/Crypter.A,Tool,
HackTool:Win32/Apex,Tool,
VirTool:Win32/Obfuscator.ALW,Tool,
VirTool:Win32/VBInject.ADQ,Tool,
VirTool:Win32/Obfuscator.ALX,Tool,
VirTool:Win32/Obfuscator.ALY,Tool,
VirTool:INF/Autorun.gen!AM,Tool,
VirTool:INF/Autorun.gen!AN,Tool,
VirTool:MSIL/Injector.FK,Tool,
VirTool:MSIL/Injector.FL,Tool,
VirTool:Win32/Injector.gen!FI,Tool,
HackTool:Win32/Skyded,Tool,
HackTool:Win32/Skypru,Tool,
HackTool:Win32/Skygu,Tool,
HackTool:Win32/Skimod,Tool,
VirTool:MSIL/Injector.FN,Tool,
VirTool:MSIL/Injector.FO,Tool,
HackTool:Win32/Skymot,Tool,
HackTool:Win32/Skybot,Tool,
HackTool:Win32/GravadorChip,Tool,
VirTool:Win32/DelfInject.gen!DI,Tool,
VirTool:Win32/CeeInject.gen!KZ,Tool,
VirTool:Win32/Obfuscator.AMD,Tool,
HackTool:Win32/Passdash.A!dha,Tool,
HackTool:Win32/ULActivator,Tool,
HackTool:Win32/Passview.A!dha,Tool,
HackTool:Win32/Wirekeyview!dha,Tool,
HackTool:Win32/Cachedump!dha,Tool,
HackTool:Win32/Vncpwdump!dha,Tool,
VirTool:Win32/AutInject.BO,Tool,
VirTool:Win32/AutInject.BP,Tool,
VirTool:Win32/Obfuscator.AME,Tool,
HackTool:Win32/Skyapim,Tool,
HackTool:Win32/Skoon,Tool,
HackTool:Win32/Skrape,Tool,
HackTool:Win32/Skyrex,Tool,
HackTool:Win32/Spochon,Tool,
VirTool:Win32/Obfuscator.AMF,Tool,
HackTool:Win32/Scanport,Tool,
HackTool:Win32/FreeRDP,Tool,
VirTool:Win32/CeeInject.GE,Tool,
VirTool:Win32/Obfuscator.AMG,Tool,
VirTool:MSIL/Injector.FP,Tool,
VirTool:MSIL/Injector.FQ,Tool,
VirTool:MSIL/Injector.FR,Tool,
VirTool:MSIL/Injector.FS,Tool,
VirTool:MSIL/Injector.FT,Tool,
VirTool:MSIL/Injector.FU,Tool,
VirTool:MSIL/Injector.FV,Tool,
VirTool:Win32/Obfuscator.AMH,Tool,
VirTool:MSIL/Injector.FW,Tool,
VirTool:VBS/Nilcod!lnk,Tool,
VirTool:Win32/Obfuscator.AMI,Tool,
VirTool:MSIL/Injector.FX,Tool,
VirTool:VBS/Obfuscator.SE,Tool,
VirTool:VBS/Obfuscator.SF,Tool,
VirTool:Win32/AutInject.BT,Tool,
HackTool:Win32/Skloot,Tool,
HackTool:MSIL/Xnot,Tool,
VirTool:Win32/Injector.gen!FJ,Tool,
VirTool:MSIL/Injector.FY,Tool,
VirTool:Win32/AutInject.BU,Tool,
VirTool:Win32/CeeInject.GF,Tool,
HackTool:Win64/Readpwd,Tool,
VirTool:Win32/Injector.FN,Tool,
VirTool:JS/Obfuscator.GO,Tool,
VirTool:VBS/Obfuscator.SG,Tool,
HackTool:MSIL/Skimod,Tool,
VirTool:Win32/CeeInject.gen!LB,Tool,
HackTool:MSIL/Anonip,Tool,
HackTool:MSIL/Spall,Tool,
HackTool:MSIL/Sklesbot,Tool,
VirTool:Win32/Winloghack,Tool,
VirTool:Win32/VBInject.gen!MR,Tool,
VirTool:Win32/Injector.FQ,Tool,
VirTool:MSIL/Kryptik,Tool,
VirTool:MSIL/Obfuscator.AS,Tool,
VirTool:WinNT/Turla!dha,Tool,
VirTool:MSIL/NetInject.B,Tool,
VirTool:Win32/Injector.FO,Tool,
VirTool:Win32/Obfuscator.AMK,Tool,
VirTool:Win32/CeeInject.gen!LC,Tool,
VirTool:Win32/Injector.FR,Tool,
VirTool:Win32/Injector.FL!!GenInjectorFL.gen,Tool,
VirTool:MSIL/Obfuscator.AT,Tool,
VirTool:MSIL/MaliciousMSILLoaderKazy.A,Tool,
VirTool:MSIL/MaliciousMSILLoaderLDR.A,Tool,
VirTool:MSIL/Obfuscator.AU,Tool,
VirTool:MSIL/Obfuscator.AV,Tool,
VirTool:Win32/Injector.FS,Tool,
VirTool:Win32/Injector.gen!FK,Tool,
VirTool:Win32/Injector.gen!FL,Tool,
VirTool:Win32/Injector.FP,Tool,
HackTool:MSIL/Hagaci,Tool,
HackTool:MSIL/Briskep,Tool,
HackTool:MSIL/Monskad,Tool,
HackTool:Win32/Skober,Tool,
HackTool:MSIL/Skolf,Tool,
HackTool:MSIL/Skrolt,Tool,
HackTool:MSIL/Snoboc,Tool,
HackTool:MSIL/Swike,Tool,
HackTool:MSIL/Skoolt,Tool,
HackTool:MSIL/Skreel,Tool,
VirTool:Win32/Obfuscator.AML,Tool,
VirTool:Win32/VBInject.ADR,Tool,
HackTool:Win32/Skymer,Tool,
HackTool:Win32/Skysher,Tool,
HackTool:MSIL/Rat4noobs,Tool,
HackTool:MSIL/NetWeave,Tool,
VirTool:SWF/Obfuscator.O,Tool,
VirTool:MSIL/Injector.gen!R,Tool,
VirTool:Win32/Obfuscator.AMM,Tool,
VirTool:Win32/Obfuscator.AMN,Tool,
VirTool:MSIL/Obfuscator.Devpoint,Tool,
VirTool:Win32/Obfuscator.AMO,Tool,
VirTool:Win32/VBInject.gen!MS,Tool,
VirTool:Win32/Obfuscator.AMP,Tool,
VirTool:Win32/Obfuscator.BZA,Tool,
VirTool:Win32/Obfuscator.AMQ,Tool,
VirTool:Win32/VBInject.ADS,Tool,
VirTool:Win32/VBInject.gen!MT,Tool,
VirTool:Win32/VBInject.ADT,Tool,
VirTool:Win32/VBInjector,Tool,
VirTool:VBS/Obfuscator.SH,Tool,
VirTool:MSIL/Obfuscator.AX,Tool,
VirTool:MSIL/Obfuscator.AY,Tool,
VirTool:VBS/Obfuscator.SI,Tool,
VirTool:Win32/Obfuscator.AMR,Tool,
HackTool:MSIL/Skityp,Tool,
HackTool:MSIL/Skizt,Tool,
HackTool:MSIL/Skloot,Tool,
HackTool:MSIL/Skyfro,Tool,
HackTool:MSIL/Skoperz,Tool,
HackTool:MSIL/Skysof,Tool,
HackTool:MSIL/Vipski,Tool,
VirTool:Win32/Obfuscator.AMS,Tool,
VirTool:Win32/VBInject!BP,Tool,
VirTool:MSIL/AsmInject.G,Tool,
VirTool:SWF/Obfuscator.L,Tool,
VirTool:Win32/VBInject!IT,Tool,
VirTool:MSIL/Obfuscator.AW,Tool,
VirTool:MSIL/ParCrypter.A,Tool,
VirTool:Win32/Injector.FU,Tool,
VirTool:MSIL/Obfuscator.BC,Tool,
VirTool:MSIL/Obfuscator.BD,Tool,
VirTool:MSIL/Obfuscator.BE,Tool,
VirTool:MSIL/Obfuscator.BF,Tool,
HackTool:MSIL/Boilod,Tool,
VirTool:MSIL/Antisow,Tool,
VirTool:Win32/Obfuscator.AMT,Tool,
VirTool:Win32/Dijecto.B,Tool,
HackTool:MSIL/Hagici,Tool,
VirTool:MSIL/Injector.FZ,Tool,
