signature,metadata_category,metadata_comment
Virus:WM/Fert,Virus,
Virus:Win32/Cida,Virus,
Virus:Win32/Snow,Virus,
Virus:Win32/Wideman_8225,Virus,
Virus:Win32/Zapchast,Virus,
Virus:Win64/Moiva,Virus,
Virus:Win95/Ihsix,Virus,
Virus:XM/Hit,Virus,
Virus:BAT/Killall,Virus,
Virus:BAT/Scrambler_73728,Virus,
Virus:Linux/Debilov,Virus,
Virus:VBS/Ciro,Virus,
Virus:VBS/Imitator,Virus,
Virus:W97M/Edrin,Virus,
Virus:W97M/VMPCK1,Virus,
Virus:WM/CountTen,Virus,
Virus:WM/Phardera,Virus,
Virus:Win32/Ladmar,Virus,
Virus:Win32/Lamt,Virus,
Virus:Win32/Lash,Virus,
Virus:Win32/Pidgeon,Virus,
Virus:Win32/Tachi,Virus,
Virus:Win32/Tinit,Virus,
Virus:Win32/Uhop,Virus,
Virus:Win32/Wamgin,Virus,
Virus:Win95/Anxiety_1358,Virus,
Virus:Win95/Horn,Virus,
Virus:X97M/Tegrat,Virus,
Virus:X97M/Tester,Virus,
Virus:BAT/Subs,Virus,
Virus:DOS/Punsiher,Virus,
Virus:DOS/Renia,Virus,
Virus:DOS/XED,Virus,
Virus:SH/Gobleen,Virus,
Virus:SH/Ovrwr,Virus,
Virus:VBS/Alcobul,Virus,
Virus:VBS/Fampic,Virus,
Virus:VBS/Myta,Virus,
Virus:VBS/Tqll,Virus,
Virus:W97M/Bizon,Virus,
Virus:W97M/Gambler,Virus,
Virus:W97M/Git,Virus,
Virus:W97M/Model,Virus,
Virus:W97M/Namoni,Virus,
Virus:W97M/Nosf,Virus,
Virus:W97M/Ramiel,Virus,
Virus:W97M/TheCore,Virus,
Virus:W97M/VMPCK1B,Virus,
Virus:W97M/Zlock,Virus,
Virus:Win32/Detnat,Virus,
Virus:Win32/Doser,Virus,
Virus:Win32/Liji,Virus,
Virus:Win32/Order,Virus,
Virus:Win32/Wun,Virus,
Virus:X97M/Jini,Virus,
Virus:X97M/Short,Virus,
Virus:BAT/Nsky,Virus,
Virus:BAT/Sozz,Virus,
Virus:BAT/Swfire,Virus,
Virus:DOS/Horse_Boot,Virus,
Virus:VBS/Ethstress,Virus,
Virus:VBS/Puglia,Virus,
Virus:VBS/Sasan,Virus,
Virus:W97M/Anticor,Virus,
Virus:W97M/Dumbo,Virus,
Virus:W97M/Ozver,Virus,
Virus:W97M/Troz,Virus,
Virus:WM/Odysseus,Virus,
Virus:Win32/Benny,Virus,
Virus:Win32/Golsys,Virus,
Virus:Win32/Gypet,Virus,
Virus:Win32/Sankei,Virus,
Virus:Win64/Sobelow,Virus,
Virus:X97M/Barisada,Virus,
Virus:BAT/Hard,Virus,
Virus:BAT/Lord,Virus,
Virus:DOS/VV4_338,Virus,
Virus:VBA/Lerki,Virus,
Virus:VBS/Agnez,Virus,
Virus:VBS/Antipedo,Virus,
Virus:VBS/Elva,Virus,
Virus:VBS/Freak,Virus,
Virus:W97M/Advice,Virus,
Virus:W97M/Break,Virus,
Virus:W97M/Goober,Virus,
Virus:W97M/Venom,Virus,
Virus:WM/Giant,Virus,
Virus:WM/Lunar,Virus,
Virus:Win16/Apparition,Virus,
Virus:Win16/Wintiny,Virus,
Virus:Win32/Anuir,Virus,
Virus:Win32/Bytesv,Virus,
Virus:Win32/Ghostdog,Virus,
Virus:Win32/Mad_2736,Virus,
Virus:X97M/Adversary,Virus,
Virus:BAT/Crater,Virus,
Virus:BAT/Eraser,Virus,
Virus:DOS/Mgelo,Virus,
Virus:VBS/Granil,Virus,
Virus:VBS/Lakix,Virus,
Virus:VBS/Viper,Virus,
Virus:W97M/Ego,Virus,
Virus:W97M/Maniak,Virus,
Virus:W97M/Mischief,Virus,
Virus:W97M/Mono,Virus,
Virus:WM/MVM,Virus,
Virus:WM/Tunguska,Virus,
Virus:Win32/Benci,Virus,
Virus:Win32/Blehdrop,Virus,
Virus:Win32/Dumbcomp,Virus,
Virus:Win32/Ennumi,Virus,
Virus:Win32/Maya_4153,Virus,
Virus:Win32/Oimis,Virus,
Virus:Win32/Peansen,Virus,
Virus:Win32/Score,Virus,
Virus:Win32/Weird_10240,Virus,
Virus:Win95/Memorial,Virus,
Virus:BAT/SillyB_71,Virus,
Virus:DOS/Hellfire,Virus,
Virus:V5M/Kolera,Virus,
Virus:VBS/Chita,Virus,
Virus:VBS/Updater,Virus,
Virus:VBS/Winkiller,Virus,
Virus:W97M/Dmb,Virus,
Virus:W97M/Ellext,Virus,
Virus:W97M/Erq,Virus,
Virus:W97M/Gullible,Virus,
Virus:W97M/Hisp,Virus,
Virus:W97M/Masdecr,Virus,
Virus:W97M/Solafish,Virus,
Virus:WM/Cleanup,Virus,
Virus:WM/Sam,Virus,
Virus:WM/Uck,Virus,
Virus:Win16/Fwest,Virus,
Virus:Win32/Bogres_12888,Virus,
Virus:Win32/Finaldo,Virus,
Virus:Win32/Golem,Virus,
Virus:Win32/Metrion_37204,Virus,
Virus:Win32/Tick,Virus,
Virus:Win95/Xine,Virus,
Virus:DOS/Vkit_MR_481,Virus,
Virus:JS/Badbunny,Virus,
Virus:PP97M/Scene,Virus,
Virus:VBS/Heffer,Virus,
Virus:VBS/Killwin,Virus,
Virus:W97M/Bebop,Virus,
Virus:W97M/CPCK1B,Virus,
Virus:W97M/Dancer,Virus,
Virus:W97M/Nobody,Virus,
Virus:W97M/Stp,Virus,
Virus:W97M/Tif,Virus,
Virus:WM/Barbaro,Virus,
Virus:WM/Czech,Virus,
Virus:WM/Incarnate,Virus,
Virus:WM/No_va,Virus,
Virus:Win32/Butitil,Virus,
Virus:Win32/Idele,Virus,
Virus:Win32/Kallis,Virus,
Virus:Win32/Libertine,Virus,
Virus:Win95/Bolzano_4096,Virus,
Virus:XM/Panic,Virus,
Virus:BAT/Infosys,Virus,
Virus:VBS/Chinadrom,Virus,
Virus:VBS/Polge,Virus,
Virus:VBS/Wukill,Virus,
Virus:W97M/Belsul,Virus,
Virus:W97M/Crono,Virus,
Virus:W97M/Ephen,Virus,
Virus:W97M/PCK,Virus,
Virus:W97M/Pursuit,Virus,
Virus:W97M/Quala,Virus,
Virus:W97M/Qun,Virus,
Virus:W97M/Smac,Virus,
Virus:W97M/Tonor,Virus,
Virus:WM/GoodNight,Virus,
Virus:WM/Jisu,Virus,
Virus:Win32/Apop,Virus,
Virus:Win32/Rayman,Virus,
Virus:Win32/Tosep,Virus,
Virus:Win32/Vestic,Virus,
Virus:Win95/Dictator,Virus,
Virus:Win95/Fibermil,Virus,
Virus:Win95/Heathen,Virus,
Virus:Win95/Yabran_3087,Virus,
Virus:BAT/Bane,Virus,
Virus:VBS/Agustin,Virus,
Virus:VBS/Cup,Virus,
Virus:VBS/Gonzer,Virus,
Virus:VBS/Monopoly,Virus,
Virus:VBS/Omga,Virus,
Virus:W97M/Boring,Virus,
Virus:W97M/Ira,Virus,
Virus:W97M/Seniat,Virus,
Virus:W97M/Smy,Virus,
Virus:W97M/Tooth,Virus,
Virus:W97M/Ufro,Virus,
Virus:W97M/Visual,Virus,
Virus:WM/FiveA,Virus,
Virus:WM/Switcher,Virus,
Virus:WM/Wompie,Virus,
Virus:Win32/20606,Virus,
Virus:Win32/AOC,Virus,
Virus:Win32/Funlove,Virus,
Virus:Win95/Botan,Virus,
Virus:X97M/Button,Virus,
Virus:DOS/Omega,Virus,
Virus:VBS/Omega,Virus,
Virus:VBS/Simona,Virus,
Virus:W97M/Bidane,Virus,
Virus:W97M/Loawn,Virus,
Virus:WM/Stryx,Virus,
Virus:WM/Zmb,Virus,
Virus:Win32/Haharin,Virus,
Virus:Win32/Mohdem,Virus,
Virus:Win32/Resur,Virus,
Virus:Win95/CIH_1019,Virus,
Virus:X97M/Osrep,Virus,
Virus:XM/Cauli,Virus,
Virus:BAT/FormatA,Virus,
Virus:BAT/Zert,Virus,
Virus:DOS/EXE_Bug,Virus,
Virus:VBS/Doget,Virus,
Virus:VBS/Gdgen,Virus,
Virus:W97M/Bleed,Virus,
Virus:W97M/Blockout,Virus,
Virus:W97M/JB,Virus,
Virus:W97M/Petik,Virus,
Virus:W97M/Ping,Virus,
Virus:W97M/Reiz,Virus,
Virus:W97M/Salim,Virus,
Virus:W97M/Strings2,Virus,
Virus:WM/Malaria,Virus,
Virus:Win32/Birgit,Virus,
Virus:Win32/Jolla,Virus,
Virus:Win32/Rotor,Virus,
Virus:Win32/Semisoft,Virus,
Virus:Win32/Zbot,Virus,
Virus:X97M/Jasmine,Virus,
Virus:BAT/Copybat,Virus,
Virus:BAT/Inten,Virus,
Virus:BAT/Nightstar,Virus,
Virus:BAT/Orgy,Virus,
Virus:BAT/Season,Virus,
Virus:Linux/Ynit,Virus,
Virus:VBS/Bogus,Virus,
Virus:VBS/Lucky2,Virus,
Virus:WM/Armadillo,Virus,
Virus:WM/Yaka,Virus,
Virus:Win32/Althi,Virus,
Virus:Win32/Azero,Virus,
Virus:Win32/Dacra,Virus,
Virus:Win32/Damm,Virus,
Virus:Win32/Stagol,Virus,
Virus:Win32/Younga,Virus,
Virus:Win95/Sexy,Virus,
Virus:X97M/Carpe,Virus,
Virus:X97M/Cobra,Virus,
Virus:X97M/Kbase,Virus,
Virus:X97M/Loser,Virus,
Virus:BAT/Killpar,Virus,
Virus:BAT/Pluton,Virus,
Virus:DOS/ExeBug,Virus,
Virus:VBS/Rider,Virus,
Virus:W97M/Bubblegirl,Virus,
Virus:W97M/Fsa,Virus,
Virus:W97M/Nohate,Virus,
Virus:W97M/Zina,Virus,
Virus:WM/Ivana,Virus,
Virus:Win16/Vecna,Virus,
Virus:Win32/Gippers,Virus,
Virus:Win32/Kenston_1895,Virus,
Virus:Win32/Ruirui,Virus,
Virus:Win32/Wixud,Virus,
Virus:Win95/Cerebrus,Virus,
Virus:Win95/Matrix,Virus,
Virus:Win95/Whyg,Virus,
Virus:X97M/Helcop,Virus,
Virus:X97M/Whelper,Virus,
Virus:X97M/Yohimbe,Virus,
Virus:BAT/Deadbyte,Virus,
Virus:BAT/Dreamirc,Virus,
Virus:BAT/Jany,Virus,
Virus:MacOS/MDEF,Virus,
Virus:W97M/Asuka,Virus,
Virus:Win32/Cabanas_3014,Virus,
Virus:Win32/Fropjor,Virus,
Virus:Win32/Jusabli,Virus,
Virus:Win32/Tiram,Virus,
Virus:Win95/Xine_1371,Virus,
Virus:X97M/Tha,Virus,
Virus:ALisp/Pobresito,Virus,
Virus:DOS/PingPong_Whirl,Virus,
Virus:VBS/CK,Virus,
Virus:VBS/Enviar,Virus,
Virus:W97M/Chrome,Virus,
Virus:W97M/Grac,Virus,
Virus:W97M/Groov,Virus,
Virus:W97M/Shark,Virus,
Virus:W97M/Stationery,Virus,
Virus:Win32/CabInfector,Virus,
Virus:Win32/Frayemet,Virus,
Virus:Win32/Jasemin,Virus,
Virus:Win32/Saburex,Virus,
Virus:BAT/Hoard,Virus,
Virus:BAT/Umbri,Virus,
Virus:DOS/Kornik_5658,Virus,
Virus:SH/Molus,Virus,
Virus:VBA/Odyhe,Virus,
Virus:VBS/Caspere,Virus,
Virus:VBS/Entan,Virus,
Virus:VBS/MircDropper,Virus,
Virus:W97M/Cisi,Virus,
Virus:W97M/Fino,Virus,
Virus:W97M/Furi,Virus,
Virus:W97M/Goga,Virus,
Virus:W97M/Sgen,Virus,
Virus:WM/MadDog,Virus,
Virus:Win32/Berm,Virus,
Virus:Win32/Cargo,Virus,
Virus:Win32/Lwasuzo,Virus,
Virus:Win32/Towloh,Virus,
Virus:Win95/Filth,Virus,
Virus:Win95/Rejok_940,Virus,
Virus:X97M/Squared,Virus,
Virus:XM/Sofa,Virus,
Virus:XM/SpellCheck,Virus,
Virus:BAT/Mzfak,Virus,
Virus:VBA/Swatch,Virus,
Virus:W97M/Alamat,Virus,
Virus:W97M/Cham,Virus,
Virus:W97M/Onex,Virus,
Virus:W97M/Opener,Virus,
Virus:W97M/Toler,Virus,
Virus:WM/Padania,Virus,
Virus:WM/Pheeew,Virus,
Virus:Win32/Infostlr,Virus,
Virus:Win32/Mkar,Virus,
Virus:Win32/Netop,Virus,
Virus:Win95/Ancev_512,Virus,
Virus:Win95/Espin_668,Virus,
Virus:Win95/Fys,Virus,
Virus:Win95/SV,Virus,
Virus:BAT/Ballicus,Virus,
Virus:BAT/Ripost,Virus,
Virus:BAT/SillyB_60,Virus,
Virus:BAT/Ultras,Virus,
Virus:DOS/ErasePT,Virus,
Virus:Linux/Eternity,Virus,
Virus:VBS/ItPoem,Virus,
Virus:VBS/Memeat,Virus,
Virus:W97M/Julso,Virus,
Virus:W97M/Pacas,Virus,
Virus:W97M/Principe,Virus,
Virus:WM/Geni,Virus,
Virus:Win32/Bobep,Virus,
Virus:Win32/Cefet,Virus,
Virus:Win32/Ceg,Virus,
Virus:Win32/Ganda,Virus,
Virus:Win32/Hublo,Virus,
Virus:Win32/Riccy,Virus,
Virus:Win32/Terror,Virus,
Virus:Win32/Tvido,Virus,
Virus:Win32/Wratch,Virus,
Virus:Win95/Werther,Virus,
Virus:Win95/Wratch,Virus,
Virus:WinNT/Cermus,Virus,
Virus:X97M/Anis,Virus,
Virus:VBS/Happy,Virus,
Virus:W97M/CPCK1A,Virus,
Virus:W97M/Earthworm,Virus,
Virus:W97M/Sector,Virus,
Virus:W97M/Seke,Virus,
Virus:W97M/Swlabs,Virus,
Virus:WM/Julho,Virus,
Virus:Win16/Riven,Virus,
Virus:Win32/Bankpatch,Virus,
Virus:Win32/Mooder,Virus,
Virus:Win95/Navrhar_12288,Virus,
Virus:BAT/Marie,Virus,
Virus:DOS/Punshier,Virus,
Virus:VBS/Beer,Virus,
Virus:VBS/Dots,Virus,
Virus:W97M/Marfan,Virus,
Virus:W97M/Mutalisk,Virus,
Virus:W97M/Wrath,Virus,
Virus:WM/Therese,Virus,
Virus:WM/TwoLines,Virus,
Virus:Win64/Rugrat,Virus,
Virus:Win95/Yabran_2226,Virus,
Virus:BAT/Lelei,Virus,
Virus:VBA/Axam,Virus,
Virus:VBS/Horty,Virus,
Virus:VBS/Stafan,Virus,
Virus:W97M/Cybesh,Virus,
Virus:W97M/Czech,Virus,
Virus:W97M/Lagi,Virus,
Virus:W97M/Levi,Virus,
Virus:W97M/NoFrx,Virus,
Virus:W97M/Xthree,Virus,
Virus:WM/Meldung,Virus,
Virus:WM/Showoff,Virus,
Virus:WM/Veneno,Virus,
Virus:Win32/Hetuph,Virus,
Virus:Win95/Jethro,Virus,
Virus:X97M/Laroux,Virus,
Virus:BAT/Chantal,Virus,
Virus:BAT/Goma,Virus,
Virus:BAT/SillyB_151,Virus,
Virus:MacOS/Scores,Virus,
Virus:VBS/Anax,Virus,
Virus:VBS/Filth,Virus,
Virus:VBS/Notice,Virus,
Virus:VBS/Stuch,Virus,
Virus:W97M/Alcarys,Virus,
Virus:W97M/Confused,Virus,
Virus:W97M/Eraser,Virus,
Virus:W97M/Zerco,Virus,
Virus:WM/Fury,Virus,
Virus:WM/Trash,Virus,
Virus:WM/Vhdl,Virus,
Virus:Win32/AOC_3906,Virus,
Virus:Win32/Gayb,Virus,
Virus:Win32/Perrun,Virus,
Virus:Win32/Pukich,Virus,
Virus:Win95/Pluma,Virus,
Virus:Win95/SillyWR,Virus,
Virus:Win95/Vulcano,Virus,
Virus:X97M/DBT,Virus,
Virus:X97M/Gluas,Virus,
Virus:BAT/Bat91,Virus,
Virus:BAT/Baton,Virus,
Virus:BAT/Mypics,Virus,
Virus:DOS/Kitana_142,Virus,
Virus:VBS/Exelot,Virus,
Virus:VBS/Fatt,Virus,
Virus:VBS/Ptnet,Virus,
Virus:W97M/Dark,Virus,
Virus:W97M/Dihlo,Virus,
Virus:W97M/EB,Virus,
Virus:W97M/Ex,Virus,
Virus:W97M/Hitman,Virus,
Virus:W97M/Modegi,Virus,
Virus:W97M/Ultdol,Virus,
Virus:WM/Niki,Virus,
Virus:Win32/Botan,Virus,
Virus:Win32/Cranb,Virus,
Virus:Win32/Drowor,Virus,
Virus:Win95/Sleepy,Virus,
Virus:X97M/Chpi,Virus,
Virus:BAT/Midget,Virus,
Virus:VBS/Centar,Virus,
Virus:VBS/Retro,Virus,
Virus:W97M/Rinz,Virus,
Virus:W97M/Splash,Virus,
Virus:W97M/Stealth,Virus,
Virus:WM/Leveler,Virus,
Virus:WM/NJVCK2,Virus,
Virus:Win32/Hiv_6380,Virus,
Virus:Win32/Magistr,Virus,
Virus:X97M/Naduelo,Virus,
Virus:BAT/Crash,Virus,
Virus:BAT/MF_290,Virus,
Virus:Linux/Cassini,Virus,
Virus:VBS/Innda,Virus,
Virus:VBS/Kivi,Virus,
Virus:VBS/Wielki,Virus,
Virus:VBS/Zheng,Virus,
Virus:W97M/Hich,Virus,
Virus:W97M/Kop,Virus,
Virus:W97M/Moridi,Virus,
Virus:W97M/Stamp,Virus,
Virus:W97M/Tree,Virus,
Virus:WM/Obj,Virus,
Virus:WM/Oval,Virus,
Virus:Win16/Homer,Virus,
Virus:Win32/20480,Virus,
Virus:Win95/Eak,Virus,
Virus:Win95/Powerfull,Virus,
Virus:X97M/Jags,Virus,
Virus:X97M/Snack,Virus,
Virus:XM/Weit,Virus,
Virus:BAT/Afaifi,Virus,
Virus:BAT/Badjok,Virus,
Virus:BAT/Dohman,Virus,
Virus:BAT/Goodcom,Virus,
Virus:BAT/Wonger,Virus,
Virus:DOS/MidInfector,Virus,
Virus:Linux/Mais,Virus,
Virus:VBS/Fireburn,Virus,
Virus:W97M/Fourdeator,Virus,
Virus:W97M/Mbug,Virus,
Virus:W97M/Plexas,Virus,
Virus:WM/ShareFun,Virus,
Virus:Win2K/Cherat_1933,Virus,
Virus:Win32/Arch,Virus,
Virus:Win32/Cayen,Virus,
Virus:Win32/Freebid,Virus,
Virus:Win32/Inrar,Virus,
Virus:Win32/Naplik,Virus,
Virus:Win32/Senummy,Virus,
Virus:Win32/Thorin,Virus,
Virus:Win95/HPS,Virus,
Virus:Win95/Opa,Virus,
Virus:BAT/Ahoj,Virus,
Virus:BAT/Batal,Virus,
Virus:BAT/Trilissa,Virus,
Virus:BAT/Viru,Virus,
Virus:DOS/Banban,Virus,
Virus:DOS/Stoned_I,Virus,
Virus:VBS/Pokef,Virus,
Virus:W97M/Erhan,Virus,
Virus:W97M/Kompu,Virus,
Virus:WM/Influenza,Virus,
Virus:WM/Ultimo,Virus,
Virus:WM/Vicis,Virus,
Virus:Win16/Winsurf,Virus,
Virus:Win32/Kaido,Virus,
Virus:Win32/Ketan,Virus,
Virus:Win32/Mix,Virus,
Virus:Win32/Shlaf,Virus,
Virus:Win32/Xiaoho,Virus,
Virus:BAT/Baster,Virus,
Virus:BAT/LSV,Virus,
Virus:VBS/Goma,Virus,
Virus:VBS/Vierika,Virus,
Virus:W97M/Baloon,Virus,
Virus:W97M/Horit,Virus,
Virus:W97M/Karma,Virus,
Virus:Win32/Slixt,Virus,
Virus:Win32/Soulclose,Virus,
Virus:Win32/Vcell_3041,Virus,
Virus:X97M/Netsnake,Virus,
Virus:X97M/Shiver,Virus,
Virus:BAT/Hadez,Virus,
Virus:BAT/SillyB_108,Virus,
Virus:BAT/Stella,Virus,
Virus:DOS/Zappa,Virus,
Virus:SH/Hoakin,Virus,
Virus:VBS/Bee,Virus,
Virus:VBS/Bing,Virus,
Virus:VBS/Masma,Virus,
Virus:VBS/Mondezimia,Virus,
Virus:W97M/Draw,Virus,
Virus:W97M/Iav,Virus,
Virus:W97M/Polop,Virus,
Virus:W97M/Snake,Virus,
Virus:W97M/Tulin,Virus,
Virus:W97M/Zmk,Virus,
Virus:WM/Horn,Virus,
Virus:Win32/Wak,Virus,
Virus:X97M/Across,Virus,
Virus:X97M/Spexs,Virus,
Virus:XM/HideMod,Virus,
Virus:BAT/SillyB_73,Virus,
Virus:DOS/DarkAvenger,Virus,
Virus:DOS/Ncboot,Virus,
Virus:MSIL/Zaiba,Virus,
Virus:O97M/Macar,Virus,
Virus:Unix/Coco,Virus,
Virus:VBS/Loud,Virus,
Virus:VBS/Mix1852,Virus,
Virus:W97M/Cont,Virus,
Virus:W97M/MLHR,Virus,
Virus:W97M/Pathetic,Virus,
Virus:W97M/WMPCK1,Virus,
Virus:W97M/Zerg,Virus,
Virus:WM/GoldSecret,Virus,
Virus:WM/Kann,Virus,
Virus:Win32/Borges_8192,Virus,
Virus:Win32/Trion,Virus,
Virus:Win95/Wogob,Virus,
Virus:X97M/Lavista,Virus,
Virus:BAT/CIHDropper,Virus,
Virus:BAT/Delini,Virus,
Virus:VBS/Doday,Virus,
Virus:VBS/GWV,Virus,
Virus:VBS/Overload,Virus,
Virus:VBS/Sapik,Virus,
Virus:W97M/Beep,Virus,
Virus:W97M/Cross,Virus,
Virus:W97M/Havix,Virus,
Virus:W97M/Intruded,Virus,
Virus:W97M/Melissa,Virus,
Virus:W97M/Nshad,Virus,
Virus:Win32/Deadcode,Virus,
Virus:Win32/Hoa,Virus,
Virus:Win32/Porex,Virus,
Virus:Win32/Rhapsody,Virus,
Virus:Win95/Paykiller,Virus,
Virus:Win95/Pincho,Virus,
Virus:BAT/Chiki,Virus,
Virus:VBS/Hackmel,Virus,
Virus:VBS/Seven,Virus,
Virus:W97M/Jack,Virus,
Virus:W97M/Jamie,Virus,
Virus:W97M/Mirat,Virus,
Virus:W97M/Sapattra,Virus,
Virus:W97M/Trimer,Virus,
Virus:W97M/Woah,Virus,
Virus:Win32/Alician,Virus,
Virus:Win95/Lud,Virus,
Virus:BAT/Windblow,Virus,
Virus:VBS/Krepper,Virus,
Virus:VBS/Placid,Virus,
Virus:VBS/SASVT,Virus,
Virus:VBS/XPMsg,Virus,
Virus:W97M/Afeto,Virus,
Virus:W97M/Corim,Virus,
Virus:W97M/Macroble,Virus,
Virus:W97M/NightShade,Virus,
Virus:W97M/Skyline,Virus,
Virus:WM/Beeper,Virus,
Virus:WM/Panjang,Virus,
Virus:Win32/Ordeton,Virus,
Virus:Win32/Seriv,Virus,
Virus:Win95/CIH_1230,Virus,
Virus:Win95/Federal,Virus,
Virus:BAT/Alcobul,Virus,
Virus:BAT/Netstop,Virus,
Virus:DOS/Joexe,Virus,
Virus:DOS/Koles,Virus,
Virus:W97M/Evelyn,Virus,
Virus:W97M/Fatal,Virus,
Virus:W97M/MDMA,Virus,
Virus:W97M/Mesmoth,Virus,
Virus:W97M/Rapmak,Virus,
Virus:WM/Birthday,Virus,
Virus:WM/Dzt,Virus,
Virus:Win32/Adt,Virus,
Virus:Win32/Hezhi,Virus,
Virus:Win32/Sunder,Virus,
Virus:Win95/Enumiacs,Virus,
Virus:Win95/Undertake,Virus,
Virus:X97M/Stars,Virus,
Virus:BAT/Sasser,Virus,
Virus:DOS/Ester,Virus,
Virus:DOS/Polyeng_test,Virus,
Virus:VBS/Edibara,Virus,
Virus:VBS/Wallon,Virus,
Virus:VBS/Yozis,Virus,
Virus:W97M/Brenda,Virus,
Virus:W97M/Ninel,Virus,
Virus:W97M/Toraja,Virus,
Virus:WM/Bumble,Virus,
Virus:WM/Onyx,Virus,
Virus:Win95/Roma,Virus,
Virus:BAT/Cigar,Virus,
Virus:BAT/Shg,Virus,
Virus:BAT/Wilson,Virus,
Virus:VBS/CoolNote,Virus,
Virus:VBS/Diff,Virus,
Virus:VBS/Kabak,Virus,
Virus:VBS/Snapper,Virus,
Virus:W97M/Acute,Virus,
Virus:W97M/Eitern,Virus,
Virus:W97M/Sant,Virus,
Virus:WM/Catch,Virus,
Virus:WM/Lord,Virus,
Virus:Win32/Ginseng,Virus,
Virus:Win95/Evil_953,Virus,
Virus:X97M/Phoneman,Virus,
Virus:X97M/Trash,Virus,
Virus:BAT/Detox,Virus,
Virus:BAT/SmorChok,Virus,
Virus:DOS/Hikaru,Virus,
Virus:VBS/Caret,Virus,
Virus:W97M/Gamor,Virus,
Virus:W97M/Invade,Virus,
Virus:W97M/Nono,Virus,
Virus:WM/NJ_MVDK_Black,Virus,
Virus:WM/Stupid,Virus,
Virus:WM/Ultras,Virus,
Virus:Win32/Apoc,Virus,
Virus:Win32/Desos,Virus,
Virus:Win32/Eter_7168,Virus,
Virus:Win32/Kangen,Virus,
Virus:Win32/Phdet,Virus,
Virus:Win32/Revaz,Virus,
Virus:X97M/Soldier,Virus,
Virus:X97M/UMP,Virus,
Virus:BAT/Ich,Virus,
Virus:BAT/Melt,Virus,
Virus:BAT/Neon,Virus,
Virus:BAT/SillyB_53,Virus,
Virus:DOS/Preboot,Virus,
Virus:DOS/Trivialbased_325,Virus,
Virus:HTML/Fubalca,Virus,
Virus:VBS/Dilbert,Virus,
Virus:VBS/Grenld,Virus,
Virus:VBS/Kicked,Virus,
Virus:VBS/Madez,Virus,
Virus:VBS/VBSWGbased,Virus,
Virus:W97M/Doeii,Virus,
Virus:W97M/Linerar,Virus,
Virus:W97M/Metamorph,Virus,
Virus:W97M/SMDM,Virus,
Virus:W97M/Simuleek,Virus,
Virus:WM/Brainless,Virus,
Virus:WM/Crema,Virus,
Virus:WM/Fire,Virus,
Virus:WM/Hellgate,Virus,
Virus:WM/Mortal,Virus,
Virus:Win32/Cecile,Virus,
Virus:Win32/Morefi,Virus,
Virus:Win32/Padic,Virus,
Virus:Win32/Pavsee,Virus,
Virus:Win32/Prizzy,Virus,
Virus:Win32/Wide,Virus,
Virus:BAT/Argon,Virus,
Virus:BAT/Mumu,Virus,
Virus:BAT/Ukha,Virus,
Virus:DOS/CMOS,Virus,
Virus:Unix/Tam,Virus,
Virus:VBS/Lirg,Virus,
Virus:VBS/Rads,Virus,
Virus:VBS/Zerim,Virus,
Virus:VBS/Zikdow,Virus,
Virus:W97M/Alliance,Virus,
Virus:W97M/Kukudro,Virus,
Virus:W97M/MVSCS,Virus,
Virus:W97M/Macreg,Virus,
Virus:W97M/Regbomb,Virus,
Virus:Win32/Difupat,Virus,
Virus:XM/Smack,Virus,
Virus:BAT/Hllp,Virus,
Virus:BAT/Menace,Virus,
Virus:BAT/SillyB_46,Virus,
Virus:DOS/Ap,Virus,
Virus:DOS/Delfiles,Virus,
Virus:O97M/Poppy,Virus,
Virus:VBS/Edoced,Virus,
Virus:VBS/GMW,Virus,
Virus:VBS/Millenium,Virus,
Virus:VBS/Pretex,Virus,
Virus:VBS/Rekun,Virus,
Virus:W97M/Pecas,Virus,
Virus:W97M/Qakoga,Virus,
Virus:W97M/Rash,Virus,
Virus:W97M/Rend,Virus,
Virus:W97M/Steph,Virus,
Virus:W97M/Xif,Virus,
Virus:WM/Boogie,Virus,
Virus:Win32/Belarus,Virus,
Virus:Win32/Neus,Virus,
Virus:Win32/PGPME,Virus,
Virus:Win32/Radja,Virus,
Virus:Win32/Rammstn_14520,Virus,
Virus:Win95/MLP,Virus,
Virus:Win95/Voodoo_II,Virus,
Virus:X97M/BDoc2,Virus,
Virus:X97M/Booklet,Virus,
Virus:X97M/Sars,Virus,
Virus:X97M/Vcode,Virus,
Virus:XM/Trasher,Virus,
Virus:BAT/Shine,Virus,
Virus:DOS/Grub,Virus,
Virus:JS/Decdec,Virus,
Virus:W97M/Micro,Virus,
Virus:WM/Killdll,Virus,
Virus:Win16/Gads,Virus,
Virus:Win16/Proh,Virus,
Virus:Win32/Emar,Virus,
Virus:Win32/Hipak,Virus,
Virus:Win32/Nomoro,Virus,
Virus:Win95/Bonk,Virus,
Virus:WinBAT/Beware,Virus,
Virus:X97M/Fly,Virus,
Virus:BAT/Debat,Virus,
Virus:BAT/Mandragore,Virus,
Virus:BAT/Optim,Virus,
Virus:DOS/Ibex,Virus,
Virus:Linux/Spork,Virus,
Virus:PP97M/Vic,Virus,
Virus:VBA/Blackput,Virus,
Virus:VBS/Aspid,Virus,
Virus:VBS/Mcon,Virus,
Virus:W97M/CleanAll,Virus,
Virus:W97M/Ever,Virus,
