domain,port,metadata_comment,ip
antilles.gentelapp38.ovh,6783,Possible Splashtop RMM Domain (Unverified),5.135.107.71
antywirus.adm.p.lodz.pl,8888,Possible SimpleHelp RMM Domain (Unverified),212.191.92.189
aoa.netxinc.com,443,Possible SimpleHelp RMM Domain (Unverified),65.52.26.173
aoa.netxinc.com,80,Possible SimpleHelp RMM Domain (Unverified),65.52.26.173
apashion.com.au,6783,Possible Splashtop RMM Domain (Unverified),192.82.250.237
apcshelpdesk.com,443,Possible SimpleHelp RMM Domain (Unverified),159.203.113.241
apcshelpdesk.com,80,Possible SimpleHelp RMM Domain (Unverified),159.203.113.241
apecollection.com,6783,Possible Splashtop RMM Domain (Unverified),62.149.128.154
api-hr-portal.duckdns.org,5000,Possible Remotely RMM Domain (Unverified),154.201.126.240
api-rmm.crystaldentalservices.com,443,Possible Tactical RMM Domain (Unverified),44.210.205.27
api-tactical.krugler-it.de,443,Possible Tactical RMM Domain (Unverified),79.230.255.77
api-test.isp.synchrax.xyz,1024,Possible Tactical RMM Domain (Unverified),144.91.108.73
api-test.isp.synchrax.xyz,443,Possible Tactical RMM Domain (Unverified),144.91.108.73
api.accarent.com,443,Possible Tactical RMM Domain (Unverified),71.179.174.35
api.aigis.cloud,443,Possible Tactical RMM Domain (Unverified),91.99.236.225
api.andorya.ca,443,Possible Tactical RMM Domain (Unverified),144.217.166.136
api.annatel.work,443,Possible Tactical RMM Domain (Unverified),88.218.220.35
api.ar-service.it,443,Possible Tactical RMM Domain (Unverified),83.139.230.20
api.argusti.com.br,443,Possible Tactical RMM Domain (Unverified),65.38.97.235
api.bem.org.my,443,Possible Tactical RMM Domain (Unverified),175.138.64.218
api.bluecore.cc,444,Possible MeshCentral RMM Domain (Unverified),185.233.119.48
api.canaadoscarajas.pa.gov.br,443,Possible Tactical RMM Domain (Unverified),38.188.104.103
api.capital-inform.ru,443,Possible Tactical RMM Domain (Unverified),185.219.41.66
api.ciprotur.com,443,Possible Tactical RMM Domain (Unverified),95.217.181.231
api.clearpointhosting.net,443,Possible Tactical RMM Domain (Unverified),66.252.98.82
api.cloud-pool.de,443,Possible Tactical RMM Domain (Unverified),138.199.171.160
api.clubtech.au,443,Possible Tactical RMM Domain (Unverified),14.202.99.232
api.core.blissitek.ca,443,Possible Tactical RMM Domain (Unverified),66.222.231.40
api.corvux.es,443,Possible Tactical RMM Domain (Unverified),164.68.116.37
api.covenantcomputing.net,443,Possible Tactical RMM Domain (Unverified),104.3.89.177
api.curtinscustom.com,443,Possible Tactical RMM Domain (Unverified),209.141.58.215
api.data-kings.eu,443,Possible Tactical RMM Domain (Unverified),46.21.165.69
api.dhitechnical.com,443,Possible Tactical RMM Domain (Unverified),140.235.237.25
api.ebravoservices.work,443,Possible Tactical RMM Domain (Unverified),3.85.151.41
api.edvexperten.de,443,Possible Tactical RMM Domain (Unverified),185.228.139.82
api.elusso.fr,443,Possible Tactical RMM Domain (Unverified),91.134.89.149
api.euronicpanificatie.ro,443,Possible Tactical RMM Domain (Unverified),178.18.250.236
api.fancord.ru,9443,Possible MeshCentral RMM Domain (Unverified),78.37.15.28
api.gcod.net,443,Possible Tactical RMM Domain (Unverified),174.136.130.132
api.hansen-callreports.com,443,Possible SimpleHelp RMM Domain (Unverified),35.203.26.122
api.hansen-callreports.com,80,Possible SimpleHelp RMM Domain (Unverified),35.203.26.122
api.hcud16.com,1426,Possible MeshCentral RMM Domain (Unverified),45.32.199.93
api.heureka.co.at,443,Possible Tactical RMM Domain (Unverified),195.202.159.102
api.hivespectra.net,444,Possible MeshCentral RMM Domain (Unverified),107.212.14.56
api.homezln.eu,443,Possible Tactical RMM Domain (Unverified),88.80.17.253
api.hotelops.es,5000,Possible Remotely RMM Domain (Unverified),15.235.0.3
api.iadvh.com.br,443,Possible Tactical RMM Domain (Unverified),201.182.67.248
api.idealclima.eu,443,Possible Tactical RMM Domain (Unverified),52.16.91.224
api.idiria.com,1024,Possible Tactical RMM Domain (Unverified),213.199.56.203
api.imecgo.com.br,443,Possible Tactical RMM Domain (Unverified),177.223.40.182
