extension_id,publisher_id,extension_name,metadata_comment,metadata_severity,metadata_category,metadata_source,metadata_reference,metadata_status,removal_date,source_reason,last_updated_utc,merged_sources
VanessaAster.etherefounds,VanessaAster,etherefounds,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-08-09,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
vce-brendan-studio-eich.js-debuger-vscode,vce-brendan-studio-eich,js-debuger-vscode,compromised - glassworm supply chain attack,critical,malware,static_list,https://thehackernews.com/2026/03/glassworm-supply-chain-attack-abuses-72.html,listed_static,,,2026-05-06T13:57:50+00:00,static_list
veldekov.csv-pro-suite,veldekov,csv-pro-suite,sleeper extension - glassworm supply chain,critical,malware,static_list,https://socket.dev/blog/73-open-vsx-sleeper-extensions-glassworm,listed_static,,,2026-05-06T13:57:50+00:00,static_list
VelocityCoderPro.velocitycodeproupdate,VelocityCoderPro,velocitycodeproupdate,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-11,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
veltarik.duplicate-fast-helper,veltarik,duplicate-fast-helper,sleeper extension - glassworm supply chain,critical,malware,static_list,https://socket.dev/blog/73-open-vsx-sleeper-extensions-glassworm,listed_static,,,2026-05-06T13:57:50+00:00,static_list
vendrakos.rumdl-pro-kit,vendrakos,rumdl-pro-kit,sleeper extension - glassworm supply chain,critical,malware,static_list,https://socket.dev/blog/73-open-vsx-sleeper-extensions-glassworm,listed_static,,,2026-05-06T13:57:50+00:00,static_list
vialenliyu.Functionsandapplications11mcgrawhillryersonpdf13-sallole,vialenliyu,Functionsandapplications11mcgrawhillryersonpdf13-sallole,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-11-27,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
vims-vsce.vscode-vim,vims-vsce,vscode-vim,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-02,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VisualStudioCodeStaffTeam.mannequin2,VisualStudioCodeStaffTeam,mannequin2,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-07-03,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
vitalik-Buterin.soli-extensio,vitalik-Buterin,soli-extensio,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-11-08,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VitalikB.solidit-lang,VitalikB,solidit-lang,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-02,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VitalikBut.bolibity-slang,VitalikBut,bolibity-slang,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-02,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VitalikButerin-EthFoundation.blan-co,VitalikButerin-EthFoundation,blan-co,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-02,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VitalikButerinETH.vitaliketh,VitalikButerinETH,vitaliketh,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-10,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VitalikButt.Solids,VitalikButt,Solids,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-14,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VitalikLButerin.aidebut2,VitalikLButerin,aidebut2,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-07-09,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VitalyButerin.hardhatjs,VitalyButerin,hardhatjs,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-07-01,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VKTeam.com,VKTeam,com,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-02-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
vornovin.ionic-easy-kit,vornovin,ionic-easy-kit,sleeper extension - glassworm supply chain,critical,malware,static_list,https://socket.dev/blog/73-open-vsx-sleeper-extensions-glassworm,listed_static,,,2026-05-06T13:57:50+00:00,static_list
VSAnalysistest.clipboard-helper-vscode,VSAnalysistest,clipboard-helper-vscode,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VSAnalysistest.code-ai-assistant,VSAnalysistest,code-ai-assistant,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-06-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VSAnalysistest.codegpt-helper,VSAnalysistest,codegpt-helper,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-06-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VSAnalysistest.discord-helper-test,VSAnalysistest,discord-helper-test,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VSAnalysistest.global-state-test,VSAnalysistest,global-state-test,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VSAnalysistest.mycodegpt-assistant,VSAnalysistest,mycodegpt-assistant,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
vsceue.volar-vscode,vsceue,volar-vscode,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-02,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VSCodeDeveloper.sobidity-compiler,VSCodeDeveloper,sobidity-compiler,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-07,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VSDeveloper.theme-library-vs,VSDeveloper,theme-library-vs,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-17,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
VSDeveloper.universal-intellisense,VSDeveloper,universal-intellisense,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-04-17,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
vuesnippetsai.vue-snippets-ai,vuesnippetsai,vue-snippets-ai,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-09,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
WEB3Foundation.cxzczxcxz,WEB3Foundation,cxzczxcxz,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-10-19,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
webctrl.live,webctrl,live,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
weldforick.brightscript-pro-kit,weldforick,brightscript-pro-kit,sleeper extension - glassworm supply chain,critical,malware,static_list,https://socket.dev/blog/73-open-vsx-sleeper-extensions-glassworm,listed_static,,,2026-05-06T13:57:50+00:00,static_list
wildlightregain.oxc-lint-format,wildlightregain,oxc-lint-format,sleeper extension - glassworm supply chain,critical,malware,static_list,https://socket.dev/blog/73-open-vsx-sleeper-extensions-glassworm,listed_static,,,2026-05-06T13:57:50+00:00,static_list
winnerdomain17.version-lens-tool,winnerdomain17,version-lens-tool,confirmed malicious - glassworm supply chain,critical,malware,static_list,https://socket.dev/blog/73-open-vsx-sleeper-extensions-glassworm,listed_static,,,2026-05-06T13:57:50+00:00,static_list
wli273088.vscode-pets-for-courses-demo,wli273088,vscode-pets-for-courses-demo,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-01-05,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Wumpus.bold-end,Wumpus,bold-end,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-10-02,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
xuyanfeng.addr2line-assistant,xuyanfeng,addr2line-assistant,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-02-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
yamaprolas.revature-labs-extension,yamaprolas,revature-labs-extension,compromised - glassworm supply chain attack,critical,malware,static_list,https://socket.dev/blog/open-vsx-transitive-glassworm-campaign,listed_static,,,2026-05-06T13:57:50+00:00,static_list
yamlcode.yaml-vscode-extension,yamlcode,yaml-vscode-extension,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-02,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
yfdyh000.aar-vsc-test,yfdyh000,aar-vsc-test,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-17,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
yfdyh000.aar-vscode,yfdyh000,aar-vscode,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-02-26,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
YogevAvitan.codeivri-vscode,YogevAvitan,codeivri-vscode,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-18,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
yujiitadori.demon-slayer-infinity-castle,yujiitadori,demon-slayer-infinity-castle,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-13,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
yujiitadori.the-undertaker-2,yujiitadori,the-undertaker-2,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-13,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Zeron1337.Zeron-CySec,Zeron1337,Zeron-CySec,Removed from VS Marketplace: Malware.,critical,malware,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-06-05,Malware,2026-05-06T13:57:50+00:00,microsoft_removed_packages
06a678fb-6fc1-623d-88d6-77ab9a4932cc.open-vs-embedded-browser,06a678fb-6fc1-623d-88d6-77ab9a4932cc,open-vs-embedded-browser,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
11011.blenderPluginDevTool11011,11011,blenderPluginDevTool11011,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
11011.markdown-shortcuts-like-obsidian-merge,11011,markdown-shortcuts-like-obsidian-merge,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
11011.markdown-shortcuts-like-obsidian-ob,11011,markdown-shortcuts-like-obsidian-ob,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
11011.ubuntutheme11011,11011,ubuntutheme11011,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
318182456.legado-reader3-vscode,318182456,legado-reader3-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
617694668.cline-cn,617694668,cline-cn,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-10,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
723Studio.fta-ruleset-tools,723Studio,fta-ruleset-tools,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
77qingliu.sas-syntax,77qingliu,sas-syntax,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-03,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
8bitZeta.Nand2Tetris-8bit,8bitZeta,Nand2Tetris-8bit,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
abczyx2006.rust-coder,abczyx2006,rust-coder,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-03,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
abstractalgo.package-json-upgrade-abstractalgo,abstractalgo,package-json-upgrade-abstractalgo,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-27,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Acronix-dev.Go-work-tools,Acronix-dev,Go-work-tools,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AdamFortune.ezsqlite,AdamFortune,ezsqlite,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
agent.devdock,agent,devdock,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-10,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
agility6.go-sort-imports,agility6,go-sort-imports,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
agility6.gruvbox-concoctis-agility6,agility6,gruvbox-concoctis-agility6,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
agtest.csbz,agtest,csbz,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AiagentPro.pydebugpro,AiagentPro,pydebugpro,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AIClaude.claude-code-master,AIClaude,claude-code-master,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-09-15,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AIClub.aadb2c-fork,AIClub,aadb2c-fork,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AirCactus500.animal-crossing-file-icon-theme-with-flutter-support,AirCactus500,animal-crossing-file-icon-theme-with-flutter-support,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AkhilTeotia.prettier-vscode-cfml,AkhilTeotia,prettier-vscode-cfml,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-05,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
akirakudo911.kudosflow2,akirakudo911,kudosflow2,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-01-12,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
alanguo.zed-one-theme-for-vscode,alanguo,zed-one-theme-for-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
alberto-pilotto.code-ca65-syntax-color-outliner,alberto-pilotto,code-ca65-syntax-color-outliner,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AlesMenzel.line-utils,AlesMenzel,line-utils,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Alex-130-130.vscode-ant-design-vue-1-helper-prop,Alex-130-130,vscode-ant-design-vue-1-helper-prop,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-20,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Alex-Chen.vscode-m5stack-mpy-uiflow2,Alex-Chen,vscode-m5stack-mpy-uiflow2,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
alexevanczuk.pks-vscode,alexevanczuk,pks-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-09,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
algovscode.algoritmika-python,algovscode,algoritmika-python,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-20,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
algovscode.algoritmika-python-beta,algovscode,algoritmika-python-beta,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-20,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
alien-fish-person.htmltoscss,alien-fish-person,htmltoscss,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-16,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AlissonKopp.clickup-extension,AlissonKopp,clickup-extension,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-16,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Alleexxii.cfxlua-cheat-vscode,Alleexxii,cfxlua-cheat-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-11,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
alpgul.vscode-copilot-fallback,alpgul,vscode-copilot-fallback,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-28,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
ALT5.sqflint-cn-revised,ALT5,sqflint-cn-revised,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-16,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
altynbek132.turbo-console-log-custom,altynbek132,turbo-console-log-custom,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-10,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Always-Victorious.trailing-spaces-always-victorious-edit,Always-Victorious,trailing-spaces-always-victorious-edit,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AMAARETS.hebrew-ui-translation-amaarets,AMAARETS,hebrew-ui-translation-amaarets,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
amkig.i18n-ally-po,amkig,i18n-ally-po,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AngelSalazar-dev.all-pixel-agents,AngelSalazar-dev,all-pixel-agents,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-14,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
anovagroups.sas-data-explorer,anovagroups,sas-data-explorer,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-11,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
ant5888.opencode-vscode-cn,ant5888,opencode-vscode-cn,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-05-01,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
anwar.papyrus-pdf,anwar,papyrus-pdf,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-23,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
AppHelix.apphelix-blog-search,AppHelix,apphelix-blog-search,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-17,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
ArcanicAI.cono,ArcanicAI,cono,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-14,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
