messagetable_string,metadata_description,metadata_OS,metadata_comment
%%12805,Certification Services,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12806,Application Generated,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12807,Handle Manipulation,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12808,File Share,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12809,Filtering Platform Packet Drop,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12810,Filtering Platform Connection,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12811,Detailed File Share,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12812,Removable Storage,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%12813,Central Policy Staging,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13056,Sensitive Privilege Use,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13057,Non Sensitive Privilege Use,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13058,Other Privilege Use Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13312,Process Creation,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13313,Process Termination,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13314,DPAPI Activity,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13315,RPC Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13316,Plug and Play Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13317,Token Right Adjusted Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13568,Audit Policy Change,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13569,Authentication Policy Change,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13570,Authorization Policy Change,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13571,MPSSVC Rule-Level Policy Change,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13572,Filtering Platform Policy Change,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13573,Other Policy Change Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13824,User Account Management,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13825,Computer Account Management,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13826,Security Group Management,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13827,Distribution Group Management,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13828,Application Group Management,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%13829,Other Account Management Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14080,Directory Service Access,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14081,Directory Service Changes,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14082,Directory Service Replication,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14083,Detailed Directory Service Replication,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14336,Credential Validation,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14337,Kerberos Service Ticket Operations,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14338,Other Account Logon Events,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14339,Kerberos Authentication Service,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14592,Inbound,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14593,Outbound,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14594,Forward,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14595,Bidirectional,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14596,IP Packet,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14597,Transport,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14598,Forward,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14599,Stream,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14600,Datagram Data,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14601,ICMP Error,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14602,MAC 802.3,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14603,MAC Native,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14604,vSwitch,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14608,Resource Assignment,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14609,Listen,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14610,Receive/Accept,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14611,Connect,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14612,Flow Established,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14614,Resource Release,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14615,Endpoint Closure,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14616,Connect Redirect,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14617,Bind Redirect,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14624,Stream Packet,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14640,ICMP Echo-Request,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14641,vSwitch Ingress,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14642,vSwitch Egress,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14672,<Binary>,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14673,[NULL],windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14674,Value Added,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14675,Value Deleted,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14676,Active Directory Domain Services,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14677,Active Directory Lightweight Directory Services,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14678,Yes,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14679,No,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14680,Value Added With Expiration Time,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14681,Value Deleted With Expiration Time,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%14688,Value Auto Deleted With Expiration Time,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16384,Add,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16385,Delete,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16386,Boot-time,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16387,Persistent,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16388,Not persistent,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16389,Block,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16390,Permit,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16391,Callout,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16392,MD5,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16393,SHA-1,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16394,SHA-256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16395,AES-GCM 128,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16396,AES-GCM 192,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16397,AES-GCM 256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16398,DES,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16399,3DES,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16400,AES-128,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16401,AES-192,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16402,AES-256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16403,Transport,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16404,Tunnel,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16405,Responder,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16406,Initiator,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16407,AES-GMAC 128,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16408,AES-GMAC 192,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16409,AES-GMAC 256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16416,AuthNoEncap Transport,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16896,Enable WMI Account,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16897,Execute Method,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16898,Full Write,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16899,Partial Write,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16900,Provider Write,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16901,Remote Access,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16902,Subscribe,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16903,Publish,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16904,AES-GSM-128,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
%%16905,AES-GSM-256,windows10,taken from https://gist.github.com/brianreitz/d5b9397a2e8b3d52ceb9359897e07c3f
